,ID,SEQUENCE,POS,PROJECT,FILE
828,1458,get result set,VB NN NN,jdk,J2DAnalyzer.java
829,1462,has more elements,VBZ JJ NNS,jdk,J2DAnalyzer.java
830,1463,next element,JJ NN,jdk,J2DAnalyzer.java
831,1468,set end time,VB NN NN,jdk,J2DAnalyzer.java
832,1469,get end time,VB NN NN,jdk,J2DAnalyzer.java
833,1470,set property,VB NN,jdk,J2DAnalyzer.java
834,1471,get properties,VB NNS,jdk,J2DAnalyzer.java
835,1472,add result,VB NN,jdk,J2DAnalyzer.java
836,1478,set name,VB NN,jdk,J2DAnalyzer.java
837,1481,get short key,VB JJ NN,jdk,J2DAnalyzer.java
838,1482,make key,VB NN,jdk,J2DAnalyzer.java
839,1484,get reps,VB NNS,jdk,J2DAnalyzer.java
840,1487,add option,VB NN,jdk,J2DAnalyzer.java
841,1488,get options,VB NNS,jdk,J2DAnalyzer.java
842,1490,get spread,VB NN,jdk,J2DAnalyzer.java
843,1491,get score,VB NN,jdk,J2DAnalyzer.java
844,1492,get best score,VB JJS NN,jdk,J2DAnalyzer.java
845,1493,get all scores,VB DT NNS,jdk,J2DAnalyzer.java
846,1494,calc percent,VB NN,jdk,J2DAnalyzer.java
847,1495,format,NN,jdk,J2DAnalyzer.java
848,1497,set mode,VB NN,jdk,J2DAnalyzer.java
849,1499,open file,VB NN,jdk,HTMLSeriesReporter.java
850,1500,generate series report,VB NNS NN,jdk,HTMLSeriesReporter.java
851,1505,print iio table,VB NNP NN,jdk,IIOComparator.java
852,1506,print wiki table,VB NN NN,jdk,IIOComparator.java
853,1507,print html table,VB NN NN,jdk,IIOComparator.java
854,1508,print html cell,VB NN NN,jdk,IIOComparator.java
855,1509,to sorted array,TO VBN NN,jdk,IIOComparator.java
856,1511,sort 2,VB CD,jdk,IIOComparator.java
857,1512,magic,NN,jdk,IIOComparator.java
858,1516,set group level,VB NN NN,jdk,XMLHTMLReporter.java
859,1517,add group,VB NN,jdk,XMLHTMLReporter.java
860,1518,get display group name,VB NN NN NN,jdk,XMLHTMLReporter.java
861,1519,get group,VB NN,jdk,XMLHTMLReporter.java
862,1521,generate report,VB NN,jdk,XMLHTMLReporter.java
863,1522,generate comparison report,VB NN NN,jdk,XMLHTMLReporter.java
864,1523,generate group summary report,VB NN NN NN,jdk,XMLHTMLReporter.java
865,1524,generate test case summary report,VB NN NN NN NN,jdk,XMLHTMLReporter.java
866,1525,get test results table for summary,VB NN NNS NN IN NN,jdk,XMLHTMLReporter.java
867,1526,get status table for summary,VB NN NN IN NN,jdk,XMLHTMLReporter.java
868,1527,get performance table for testcase,VB NN NN IN NN,jdk,XMLHTMLReporter.java
869,1528,generate test case report,VB NN NN NN,jdk,XMLHTMLReporter.java
870,1529,get footer,VB NN,jdk,XMLHTMLReporter.java
871,1530,get header,VB NN,jdk,XMLHTMLReporter.java
872,1531,get header title,VB NN NN,jdk,XMLHTMLReporter.java
873,1532,generate sys props report,VB NN NNS NN,jdk,XMLHTMLReporter.java
874,1533,select color,VB NN,jdk,XMLHTMLReporter.java
875,1534,calculate speedup percentage,VB NN NN,jdk,XMLHTMLReporter.java
876,1537,add dependency,VB NN,jdk,Test.java
877,1539,add dependencies,VB NNS,jdk,Test.java
878,1542,run one test,VB CD NN,jdk,Test.java
879,1546,run test loop,VB NN NN,jdk,Test.java
880,1547,calibrate,VB,jdk,Test.java
881,1548,adjust width,VB NN,jdk,Test.java
882,1551,get modifier,VB NN,jdk,Test.java
883,1552,get filter,VB NN,jdk,Test.java
884,1554,recurse and run,VB CC VB,jdk,Test.java
885,1557,run all tests,VB DT NNS,jdk,TestEnvironment.java
886,1558,start timing,VB NN,jdk,TestEnvironment.java
887,1559,stop timing,VB NN,jdk,TestEnvironment.java
888,1560,get time millis,VB NN NNS,jdk,TestEnvironment.java
889,1561,get time nanos,VB NN NNS,jdk,TestEnvironment.java
890,1562,get canvas,VB NN,jdk,TestEnvironment.java
891,1564,get src image,VB NN NN,jdk,TestEnvironment.java
892,1565,stop,VB,jdk,TestEnvironment.java
893,1566,is stopped,VBZ VBN,jdk,TestEnvironment.java
894,1567,set test image,VB NN NN,jdk,TestEnvironment.java
895,1568,set src image,VB NN NN,jdk,TestEnvironment.java
896,1569,erase,VB,jdk,TestEnvironment.java
897,1570,get graphics,VB NNS,jdk,TestEnvironment.java
898,1571,get width,VB NN,jdk,TestEnvironment.java
899,1572,get height,VB NN,jdk,TestEnvironment.java
900,1574,get rep count,VB NN NN,jdk,TestEnvironment.java
901,1575,get test time,VB NN NN,jdk,TestEnvironment.java
902,1576,sync,VB,jdk,TestEnvironment.java
903,1577,idle,VB,jdk,TestEnvironment.java
904,1578,set modifier,VB NN,jdk,TestEnvironment.java
905,1580,is enabled,VBZ VBN,jdk,TestEnvironment.java
906,1581,get int value,VB NN NN,jdk,TestEnvironment.java
907,1582,remove modifier,VB NN,jdk,TestEnvironment.java
908,1585,flush to screen,VB TO NN,jdk,TestEnvironment.java
909,1587,get impl,VB NN,jdk,TestEnvironment.java
910,1600,get iterator,VB NN,jdk,Modifier.java
911,1603,get tree name,VB NN NN,jdk,Modifier.java
912,1609,get parent,VB NN,jdk,Node.java
913,1610,get node name,VB NN NN,jdk,Node.java
914,1615,set next,VB JJ,jdk,Node.java
915,1616,traverse,VB,jdk,Node.java
916,1623,add child,VB NN,jdk,Group.java
917,1624,get child iterator,VB NN NN,jdk,Group.java
918,1625,get recursive child iterator,VB JJ NN NN,jdk,Group.java
919,1626,get first child,VB JJ NN,jdk,Group.java
920,1627,is bordered,VBZ JJ,jdk,Group.java
921,1628,is tabbed,VBZ JJ,jdk,Group.java
922,1629,is hidden,VBZ JJ,jdk,Group.java
923,1630,is horizontal,VBZ JJ,jdk,Group.java
924,1631,set bordered,VB JJ,jdk,Group.java
925,1632,set tabbed,VB JJ,jdk,Group.java
926,1634,set hidden,VB JJ,jdk,Group.java
927,1635,set horizontal,VB JJ,jdk,Group.java
928,1641,add enable buttons,VB VB NNS,jdk,Group.java
929,1642,restore all defaults,VB DT NNS,jdk,Group.java
930,1644,write all,VB DT,jdk,Group.java
931,1663,set destination,VB NN,jdk,Destinations.java
932,1665,get long description,VB JJ NN,jdk,Destinations.java
933,1680,is default,VBZ NN,jdk,Option.java
934,1685,get option string,VB NN NN,jdk,Option.java
935,1694,update gui,VB NNP,jdk,Option.java
936,1698,item state changed,NN NN VBD,jdk,Option.java
937,1720,insert string,VB NN,jdk,Option.java
938,1723,trim,VB,jdk,Option.java
939,1729,set num rows,VB NN NNS,jdk,Option.java
940,1731,value changed,NN VBD,jdk,Option.java
941,1733,find value index,VB NN NN,jdk,Option.java
942,1737,make names,VB NNS,jdk,Option.java
943,1738,make values,VB NNS,jdk,Option.java
944,1749,get boolean value,VB NN NN,jdk,Option.java
945,1754,set value,VB NN,jdk,Option.java
946,1760,remove,VB,jdk,Option.java
947,1765,add layout component,VB NN NN,jdk,CompactLayout.java
948,1766,remove layout component,VB NN NN,jdk,CompactLayout.java
949,1767,preferred layout size,JJ NN NN,jdk,CompactLayout.java
950,1768,minimum layout size,JJ NN NN,jdk,CompactLayout.java
951,1770,layout container,NN NN,jdk,CompactLayout.java
952,1771,dispatch event,VB NN,jdk,CodePointInputMethod.java
953,1772,compose unicode escape,VB NN NN,jdk,CodePointInputMethod.java
954,1773,wait escape character,VB NN NN,jdk,CodePointInputMethod.java
955,1774,wait digit,VB NN,jdk,CodePointInputMethod.java
956,1775,wait digit 2,VB NN CD,jdk,CodePointInputMethod.java
957,1776,wait back slash or low surrogate,VB JJ NN CC JJ NN,jdk,CodePointInputMethod.java
958,1777,send composed text,VB VBN NN,jdk,CodePointInputMethod.java
959,1778,send committed text,VB VBN NN,jdk,CodePointInputMethod.java
960,1779,move caret left,VB NN NN,jdk,CodePointInputMethod.java
961,1780,move caret right,VB NN NN,jdk,CodePointInputMethod.java
962,1781,delete previous character,VB JJ NN,jdk,CodePointInputMethod.java
963,1782,delete character,VB NN,jdk,CodePointInputMethod.java
964,1783,start composition,VB NN,jdk,CodePointInputMethod.java
965,1784,cancel composition,VB NN,jdk,CodePointInputMethod.java
966,1785,finish composition,VB NN,jdk,CodePointInputMethod.java
967,1786,get code point,VB NN NN,jdk,CodePointInputMethod.java
968,1787,beep,VB,jdk,CodePointInputMethod.java
969,1789,deactivate,VB,jdk,CodePointInputMethod.java
970,1790,dispose,VB,jdk,CodePointInputMethod.java
971,1791,get control object,VB NN NN,jdk,CodePointInputMethod.java
972,1792,end composition,VB NN,jdk,CodePointInputMethod.java
973,1793,get locale,VB NN,jdk,CodePointInputMethod.java
974,1794,hide windows,VB NNS,jdk,CodePointInputMethod.java
975,1795,is composition enabled,VBZ NN VBN,jdk,CodePointInputMethod.java
976,1796,notify client window change,VB NN NN NN,jdk,CodePointInputMethod.java
977,1797,reconvert,VB,jdk,CodePointInputMethod.java
978,1798,remove notify,VB NN,jdk,CodePointInputMethod.java
979,1799,set character subsets,VB NN NNS,jdk,CodePointInputMethod.java
980,1800,set composition enabled,VB NN VBN,jdk,CodePointInputMethod.java
981,1801,set input method context,VB NN NN NN,jdk,CodePointInputMethod.java
982,1802,set locale,VB NN,jdk,CodePointInputMethod.java
983,1803,create input method,VB NN NN,jdk,CodePointInputMethodDescriptor.java
984,1804,get available locales,VB JJ NNS,jdk,CodePointInputMethodDescriptor.java
985,1805,get input method display name,VB JJ NN NN NN,jdk,CodePointInputMethodDescriptor.java
986,1806,get input method icon,VB JJ NN NN,jdk,CodePointInputMethodDescriptor.java
987,1807,has dynamic locale list,VBZ JJ NN NN,jdk,CodePointInputMethodDescriptor.java
988,1812,get column count,VB NN NN,jdk,TableExample3.java
989,1813,get row count,VB NN NN,jdk,TableExample3.java
990,1814,get value at,VB NN IN,jdk,TableExample3.java
991,1815,get column name,VB NN NN,jdk,TableExample3.java
992,1816,get column class,VB NN NN,jdk,TableExample3.java
993,1817,is cell editable,VBZ NN JJ,jdk,TableExample3.java
994,1818,set value at,VB NN IN,jdk,TableExample3.java
995,1820,execute query,VB NN,jdk,JDBCAdapter.java
996,1828,db representation,NN NN,jdk,JDBCAdapter.java
997,1830,get column index,VB NN NN,jdk,OldJTable.java
998,1831,add column,VB NN,jdk,OldJTable.java
999,1835,remove column,VB NN,jdk,OldJTable.java
1000,1836,add row,VB NN,jdk,OldJTable.java
1001,1838,remove row,VB NN,jdk,OldJTable.java
1002,1839,move row,VB NN,jdk,OldJTable.java
1003,1840,insert row,VB NN,jdk,OldJTable.java
1004,1843,set data vector,VB NNS NN,jdk,OldJTable.java
1005,1845,check default table model,VB NN NN NN,jdk,OldJTable.java
1006,1849,edit column row,VB NN NN,jdk,OldJTable.java
1007,1850,move column,VB NN,jdk,OldJTable.java
1008,1851,is column selected,VBZ NN VBN,jdk,OldJTable.java
1009,1867,get model,VB NN,jdk,TableMap.java
1010,1868,set model,VB NN,jdk,TableMap.java
1011,1876,table changed,NN VBN,jdk,TableMap.java
1012,1878,compare rows by column,VB NNS IN NN,jdk,TableSorter.java
1013,1880,reallocate indexes,VB NNS,jdk,TableSorter.java
1014,1882,check model,VB NN,jdk,TableSorter.java
1015,1884,n 2 sort,NN CD VB,jdk,TableSorter.java
1016,1885,shuttlesort,NN,jdk,TableSorter.java
1017,1886,swap,VB,jdk,TableSorter.java
1018,1889,sort by column,VB IN NN,jdk,TableSorter.java
1019,1891,add mouse listener to header in table,VB NN NN TO VB IN NN,jdk,TableSorter.java
1020,1892,mouse clicked,NN VBN,jdk,TableSorter.java
1021,1893,activate connection dialog,VB NN NN,jdk,TableExample.java
1022,1894,create connection dialog,VB NN NN,jdk,TableExample.java
1023,1898,connect,VB,jdk,TableExample.java
1024,1899,fetch,VB,jdk,TableExample.java
1025,1900,create table,VB NN,jdk,TableExample.java
1026,1907,create new folder,VB JJ NN,jdk,ExampleFileSystemView.java
1027,1908,get roots,VB NNS,jdk,ExampleFileSystemView.java
1028,1909,get system display name,VB NN NN NN,jdk,ExampleFileSystemView.java
1029,1911,put description,VB NN,jdk,ExampleFileView.java
1030,1913,put type description,VB NN NN,jdk,ExampleFileView.java
1031,1915,get type description,VB NN NN,jdk,ExampleFileView.java
1032,1916,get extension,VB NN,jdk,ExampleFileView.java
1033,1917,put icon,VB NN,jdk,ExampleFileView.java
1034,1918,get icon,VB NN,jdk,ExampleFileView.java
1035,1919,is traversable,VBZ JJ,jdk,ExampleFileView.java
1036,1921,get maximum size,VB JJ NN,jdk,FileChooserDemo.java
1037,1923,reset file filters,VB NN NNS,jdk,FileChooserDemo.java
1038,1924,create file filter,VB NN NN,jdk,FileChooserDemo.java
1039,1925,create file name filter description from extensions,VB NN NN JJ NN IN NNS,jdk,FileChooserDemo.java
1040,1927,back,VB,jdk,FileChooserDemo.java
1041,1931,get result string,VB NN NN,jdk,FileChooserDemo.java
1042,1933,load image,VB NN,jdk,FileChooserDemo.java
1043,1934,property change,NN NN,jdk,FileChooserDemo.java
1044,1935,paint,VB,jdk,FileChooserDemo.java
1045,1938,get insets,VB NNS,jdk,FileChooserDemo.java
1046,1939,get controls,VB NNS,jdk,DemoInstVarsAccessor.java
1047,1940,get memory monitor,VB NN NN,jdk,DemoInstVarsAccessor.java
1048,1941,get performance monitor,VB NN NN,jdk,DemoInstVarsAccessor.java
1049,1942,get tabbed pane,VB JJ NN,jdk,DemoInstVarsAccessor.java
1050,1944,set group columns,VB NN NN,jdk,DemoInstVarsAccessor.java
1051,1945,get verbose cb,VB JJ FW,jdk,DemoInstVarsAccessor.java
1052,1946,get ccthread cb,VB NNP FW,jdk,DemoInstVarsAccessor.java
1053,1947,get print cb,VB NN FW,jdk,DemoInstVarsAccessor.java
1054,1948,get background color,VB NN NN,jdk,DemoInstVarsAccessor.java
1055,1949,get memory cb,VB NN FW,jdk,DemoInstVarsAccessor.java
1056,1950,get perf cb,VB NN FW,jdk,DemoInstVarsAccessor.java
1057,1951,get intro,VB NN,jdk,DemoInstVarsAccessor.java
1058,1953,do run action,VB VB NN,jdk,RunWindow.java
1059,1956,sleep per tab,VB IN NN,jdk,RunWindow.java
1060,1958,print demo,VB NN,jdk,RunWindow.java
1061,1966,invoke and wait,VB CC VB,jdk,RunWindow.java
1062,1967,get delay,VB NN,jdk,RunWindow.java
1063,1968,set delay,VB NN,jdk,RunWindow.java
1064,1970,set num runs,VB NN NNS,jdk,RunWindow.java
1065,1971,get exit,VB NN,jdk,RunWindow.java
1066,1972,set exit,VB NN,jdk,RunWindow.java
1067,1973,is zoom cb selected,VBZ NN FW VBN,jdk,RunWindow.java
1068,1974,set zoom cb selected,VB NN FW VBN,jdk,RunWindow.java
1069,1975,is print cb selected,VBZ NN FW VBN,jdk,RunWindow.java
1070,1976,set print cb is selected,VB NN FW VBZ VBN,jdk,RunWindow.java
1071,1977,get buffers flag,VB NNS NN,jdk,RunWindow.java
1072,1978,set buffers flag,VB NNS NN,jdk,RunWindow.java
1073,1979,get buf beg,VB NN NN,jdk,RunWindow.java
1074,1980,set buf beg,VB NN NN,jdk,RunWindow.java
1075,1981,get buf end,VB NN NN,jdk,RunWindow.java
1076,1982,set buf end,VB NN NN,jdk,RunWindow.java
1077,1985,set demo border,VB NN NN,jdk,DemoPanel.java
1078,1986,create menu bar,VB NN NN,jdk,J2Ddemo.java
1079,1987,create run window,VB NN NN,jdk,J2Ddemo.java
1080,1989,window closed,NN VBN,jdk,J2Ddemo.java
1081,1990,start run window,VB VB NN,jdk,J2Ddemo.java
1082,2000,get plugin group id,VB NN NN NN,maven,PluginManagerException.java
1083,2001,get plugin artifact id,VB NN NN NN,maven,PluginManagerException.java
1084,2002,get plugin version,VB NN NN,maven,PluginManagerException.java
1085,2003,get goal,VB NN,maven,PluginManagerException.java
1086,2004,get project,VB NN,maven,PluginManagerException.java
1087,2005,load plugin,VB NN,maven,DefaultBuildPluginManager.java
1088,2006,execute mojo,VB NNP,maven,DefaultBuildPluginManager.java
1089,2007,get plugin realm,VB NN NN,maven,DefaultBuildPluginManager.java
1090,2008,get mojo descriptor,VB NNP NN,maven,DefaultBuildPluginManager.java
1091,2009,get realm,VB NN,maven,PluginRealmCache.java
1092,2010,get artifacts,VB NNS,maven,PluginRealmCache.java
1093,2011,create key,VB NN,maven,PluginRealmCache.java
1094,2025,hash,NN,maven,DefaultPluginDescriptorCache.java
1095,2026,to message,TO NN,maven,InvalidPluginDescriptorException.java
1096,2027,get plugin,VB NN,maven,CycleDetectedInPluginGraphException.java
1097,2028,eq,VB,maven,CacheUtils.java
1098,2030,plugin hash code,NN NN NN,maven,CacheUtils.java
1099,2031,plugin equals,NN VBZ,maven,CacheUtils.java
1100,2032,dependencies equals,NNS VBZ,maven,CacheUtils.java
1101,2033,exclusions equals,NNS VBZ,maven,CacheUtils.java
1102,2035,get plugin descriptor for prefix,VB NN NN IN NN,maven,PluginManager.java
1103,2036,get plugin definition for prefix,VB NN NN IN NN,maven,PluginManager.java
1104,2037,verify plugin,VB NN,maven,PluginManager.java
1105,2038,get plugin component,VB NN NN,maven,PluginManager.java
1106,2039,get plugin components,VB NN NNS,maven,PluginManager.java
1107,2040,load plugin descriptor,VB NN NN,maven,PluginManager.java
1108,2041,load plugin fully,VB NN RB,maven,PluginManager.java
1109,2042,get prefix,VB NN,maven,DefaultPluginPrefixRequest.java
1110,2043,set prefix,VB NN,maven,DefaultPluginPrefixRequest.java
1111,2044,get plugin groups,VB NN NNS,maven,DefaultPluginPrefixRequest.java
1112,2045,set plugin groups,VB NN NNS,maven,DefaultPluginPrefixRequest.java
1113,2046,get pom,VB NN,maven,DefaultPluginPrefixRequest.java
1114,2047,set pom,VB NN,maven,DefaultPluginPrefixRequest.java
1115,2048,get repositories,VB NNS,maven,DefaultPluginPrefixRequest.java
1116,2049,set repositories,VB NNS,maven,DefaultPluginPrefixRequest.java
1117,2050,get repository session,VB NN NN,maven,DefaultPluginPrefixRequest.java
1118,2051,set repository session,VB NN NN,maven,DefaultPluginPrefixRequest.java
1119,2052,get group id,VB NN NN,maven,PluginPrefixResult.java
1120,2053,get artifact id,VB NN NN,maven,PluginPrefixResult.java
1121,2054,get repository,VB NN,maven,PluginPrefixResult.java
1122,2068,resolve from project,VB IN NN,maven,DefaultPluginPrefixResolver.java
1123,2070,resolve from repository,VB IN NN,maven,DefaultPluginPrefixResolver.java
1124,2071,process results,VB NNS,maven,DefaultPluginPrefixResolver.java
1125,2073,invalid metadata,JJ NN,maven,DefaultPluginPrefixResolver.java
1126,2075,set group id,VB NN NN,maven,DefaultPluginPrefixResult.java
1127,2077,set artifact id,VB NN NN,maven,DefaultPluginPrefixResult.java
1128,2079,set repository,VB NN,maven,DefaultPluginPrefixResult.java
1129,2080,create message,VB NN,maven,PluginDescriptorParsingException.java
1130,2082,get exception,VB NN,maven,PluginArtifactsCache.java
1131,2091,is type compatible,VBZ NN JJ,maven,PluginParameterExpressionEvaluator.java
1132,2092,strip tokens,VB NNS,maven,PluginParameterExpressionEvaluator.java
1133,2093,align to base directory,VB TO NN NN,maven,PluginParameterExpressionEvaluator.java
1134,2094,get plugin descriptor,VB NN NN,maven,MavenPluginManager.java
1135,2096,check required maven version,VB JJ NN NN,maven,MavenPluginManager.java
1136,2097,setup plugin realm,VB NN NN,maven,MavenPluginManager.java
1137,2098,setup extensions realm,VB NNS NN,maven,MavenPluginManager.java
1138,2099,get configured mojo,VB JJ NNP,maven,MavenPluginManager.java
1139,2100,release mojo,VB NNP,maven,MavenPluginManager.java
1140,2102,before mojo execution,IN NNP NN,maven,CompoundMojoExecutionListener.java
1141,2103,after mojo execution success,IN NNP NN NN,maven,CompoundMojoExecutionListener.java
1142,2104,after execution failure,IN NN NN,maven,CompoundMojoExecutionListener.java
1143,2105,set session,VB NN,maven,LegacySupport.java
1144,2106,get session,VB NN,maven,LegacySupport.java
1145,2109,get descriptor,VB NN,maven,ExtensionRealmCache.java
1146,2118,get parameters,VB NNS,maven,PluginParameterException.java
1147,2119,decompose parameter into user instructions,VB NN IN NN NNS,maven,PluginParameterException.java
1148,2120,build diagnostic message,VB JJ NN,maven,PluginParameterException.java
1149,2121,execute,VB,maven,MojosExecutionStrategy.java
1150,2122,get plugin key,VB NN NN,maven,PluginLoaderException.java
1151,2134,get source,VB NN,maven,MojoExecution.java
1152,2135,get execution id,VB NN NN,maven,MojoExecution.java
1153,2138,get configuration,VB NN,maven,MojoExecution.java
1154,2139,set configuration,VB NN,maven,MojoExecution.java
1155,2140,identify,VB,maven,MojoExecution.java
1156,2141,get lifecycle phase,VB NN NN,maven,MojoExecution.java
1157,2142,set lifecycle phase,VB NN NN,maven,MojoExecution.java
1158,2148,set mojo descriptor,VB NNP NN,maven,MojoExecution.java
1159,2149,get forked executions,VB JJ NNS,maven,MojoExecution.java
1160,2150,set forked executions,VB JJ NNS,maven,MojoExecution.java
1161,2153,get mojo execution,VB NNP NN,maven,PluginExecutionException.java
1162,2154,construct message,VB NN,maven,PluginExecutionException.java
1163,2174,notify field change using setter,VB NN NN VBG NN,maven,DebugConfigurationListener.java
1164,2175,notify field change using reflection,VB NN NN VBG NN,maven,DebugConfigurationListener.java
1165,2177,to artifact,TO NN,maven,DefaultPluginDependenciesResolver.java
1166,2179,resolve core extension,VB JJ NN,maven,DefaultPluginDependenciesResolver.java
1167,2181,resolve internal,VB NN,maven,DefaultPluginDependenciesResolver.java
1168,2182,visit enter,VB NN,maven,DefaultPluginDependenciesResolver.java
1169,2183,visit leave,VB NN,maven,DefaultPluginDependenciesResolver.java
1170,2184,remove banned dependencies,VB JJ NNS,maven,PluginDependencyResolutionListener.java
1171,2185,start process children,VB NN NNS,maven,PluginDependencyResolutionListener.java
1172,2186,is legacy core artifact,VBZ JJ JJ NN,maven,PluginDependencyResolutionListener.java
1173,2187,end process children,VB NN NNS,maven,PluginDependencyResolutionListener.java
1174,2188,include artifact,VB NN,maven,PluginDependencyResolutionListener.java
1175,2189,is wagon provider,VBZ NN NN,maven,PluginDependencyResolutionListener.java
1176,2190,manage artifact,VB NN,maven,PluginDependencyResolutionListener.java
1177,2191,omit for cycle,VB IN NN,maven,PluginDependencyResolutionListener.java
1178,2192,omit for nearer,VB IN JJ,maven,PluginDependencyResolutionListener.java
1179,2193,restrict range,VB NN,maven,PluginDependencyResolutionListener.java
1180,2194,select version from range,VB NN IN NN,maven,PluginDependencyResolutionListener.java
1181,2195,test artifact,VB NN,maven,PluginDependencyResolutionListener.java
1182,2196,update scope,VB NN,maven,PluginDependencyResolutionListener.java
1183,2197,update scope current pom,VB NN JJ NN,maven,PluginDependencyResolutionListener.java
1184,2198,get missing parameters,VB JJ NNS,maven,ValidatingConfigurationListener.java
1185,2201,notify,VB,maven,ValidatingConfigurationListener.java
1186,2202,warn deprecated,NN VBN,maven,ValidatingConfigurationListener.java
1187,2203,evaluate value,VB NN,maven,ValidatingConfigurationListener.java
1188,2205,validate,VB,maven,MavenPluginValidator.java
1189,2211,extract plugin descriptor,VB NN NN,maven,DefaultMavenPluginManager.java
1190,2212,get plugin descriptor location,VB NN NN NN,maven,DefaultMavenPluginManager.java
1191,2213,parse plugin descriptor,VB NN NN,maven,DefaultMavenPluginManager.java
1192,2217,create plugin realm,VB NN NN,maven,DefaultMavenPluginManager.java
1193,2218,discover plugin components,VB NN NNS,maven,DefaultMavenPluginManager.java
1194,2219,to aether artifacts,TO NN NNS,maven,DefaultMavenPluginManager.java
1195,2220,to maven artifacts,TO NN NNS,maven,DefaultMavenPluginManager.java
1196,2221,calc imports,VB NNS,maven,DefaultMavenPluginManager.java
1197,2223,populate plugin fields,VB NN NNS,maven,DefaultMavenPluginManager.java
1198,2224,validate parameters,VB NNS,maven,DefaultMavenPluginManager.java
1199,2227,resolve extension artifacts,VB NN NNS,maven,DefaultMavenPluginManager.java
1200,2236,select dependency,VB NN,maven,WagonExcluder.java
1201,2237,derive child selector,VB NN NN,maven,WagonExcluder.java
1202,2248,info,NN,maven,MojoLogWrapper.java
1203,2251,warn,VB,maven,MojoLogWrapper.java
1204,2254,error,NN,maven,MojoLogWrapper.java
1205,2257,is debug enabled,VBZ VB VBN,maven,MojoLogWrapper.java
1206,2258,is info enabled,VBZ NN VBN,maven,MojoLogWrapper.java
1207,2259,is warn enabled,VBZ NN VBN,maven,MojoLogWrapper.java
1208,2260,is error enabled,VBZ NN VBN,maven,MojoLogWrapper.java
1209,2267,assert unique key,VB JJ NN,maven,DefaultPluginArtifactsCache.java
1210,2275,get base message,VB NN NN,maven,PluginVersionResolutionException.java
1211,2302,set version,VB NN,maven,DefaultPluginVersionResult.java
1212,2307,select version,VB NN,maven,DefaultPluginVersionResolver.java
1213,2309,merge metadata,VB NNS,maven,DefaultPluginVersionResolver.java
1214,2314,get cache,VB NN,maven,DefaultPluginVersionResolver.java
1215,2323,resolve impl,VB NNP,maven,DefaultProjectDependenciesResolver.java
1216,2324,get ignorable artifacts,VB JJ NNS,maven,DefaultProjectDependenciesResolver.java
1217,2326,get module file,VB NN NN,maven,MissingModuleException.java
1218,2327,get module name,VB NN NN,maven,MissingModuleException.java
1219,2328,add excludes,VB VBZ,maven,ArtifactFilterManagerDelegate.java
1220,2329,add core excludes,VB JJ VBZ,maven,ArtifactFilterManagerDelegate.java
1221,2330,get mojo failure exception,VB NNP NN NN,maven,ProjectBuildFailureException.java
1222,2331,get project id,VB NN NN,maven,ProjectBuildFailureException.java
1223,2332,get exported artifacts,VB JJ NNS,maven,CoreExports.java
1224,2333,get exported packages,VB JJ NNS,maven,CoreExports.java
1225,2334,get class realm,VB NN NN,maven,CoreExtensionEntry.java
1226,2337,discover from,VB IN,maven,CoreExtensionEntry.java
1227,2341,get scope,VB NN,maven,ScopeArtifactFilter.java
1228,2344,add scope internal,VB NN JJ,maven,AbstractScopeArtifactFilter.java
1229,2345,include,VB,maven,AbstractScopeArtifactFilter.java
1230,2346,add scopes,VB NNS,maven,CumulativeScopeArtifactFilter.java
1231,2347,add scope,VB NN,maven,CumulativeScopeArtifactFilter.java
1232,2348,get scopes,VB NNS,maven,CumulativeScopeArtifactFilter.java
1233,2352,get patterns,VB NNS,maven,IncludesArtifactFilter.java
1234,2357,get filters,VB NNS,maven,AndArtifactFilter.java
1235,2364,same artifact id,JJ NN NN,maven,ExclusionArtifactFilter.java
1236,2365,same group id,JJ NN NN,maven,ExclusionArtifactFilter.java
1237,2366,exclude,VB,maven,ExclusionArtifactFilter.java
1238,2368,throw errors,VB NNS,maven,DefaultResolutionErrorHandler.java
1239,2369,to list,TO NN,maven,DefaultResolutionErrorHandler.java
1240,2370,get artifact,VB NN,maven,ResolutionNode.java
1241,2373,get dependency trail,VB NN NN,maven,ResolutionNode.java
1242,2374,get trail,VB NN,maven,ResolutionNode.java
1243,2375,is resolved,VBZ VBN,maven,ResolutionNode.java
1244,2376,is child of root node,VBZ NN IN NN NN,maven,ResolutionNode.java
1245,2377,get children iterator,VB NNS NN,maven,ResolutionNode.java
1246,2378,get depth,VB NN,maven,ResolutionNode.java
1247,2379,get remote repositories,VB JJ NNS,maven,ResolutionNode.java
1248,2381,enable,VB,maven,ResolutionNode.java
1249,2382,disable,VB,maven,ResolutionNode.java
1250,2383,filter trail,VB NN,maven,ResolutionNode.java
1251,2385,set artifact,VB NN,maven,ResolutionNode.java
1252,2388,set artifact dependencies,VB NN NNS,maven,ArtifactResolutionRequest.java
1253,2389,get artifact dependencies,VB NN NNS,maven,ArtifactResolutionRequest.java
1254,2390,get local repository,VB JJ NN,maven,ArtifactResolutionRequest.java
1255,2391,set local repository,VB JJ NN,maven,ArtifactResolutionRequest.java
1256,2393,set remote repositories,VB JJ NNS,maven,ArtifactResolutionRequest.java
1257,2394,get collection filter,VB NN NN,maven,ArtifactResolutionRequest.java
1258,2395,set collection filter,VB NN NN,maven,ArtifactResolutionRequest.java
