,ID,SEQUENCE,POS,PROJECT,FILE
824,947,Test Datetime TZD type,VB NN NN NN,pandas-main,test_dtypes.py
825,948,Test Period D type,VB NN NN NN,pandas-main,test_dtypes.py
826,949,Test Interval D type,VB NN NN NN,pandas-main,test_dtypes.py
827,950,Test Categorical D type Parametrized,VB JJ NN NN VBN,pandas-main,test_dtypes.py
828,951,Test ABC Classes,VB NNP NNS,pandas-main,test_generic.py
829,952,Test Data Frame Constructors,VB NNS NN NNS,pandas-main,test_constructors.py
830,953,Dummy Container,JJ NN,pandas-main,test_constructors.py
831,954,Iter,NN,pandas-main,test_constructors.py
832,955,Custom Dict,JJ NN,pandas-main,test_constructors.py
833,956,List,NN,pandas-main,test_constructors.py
834,957,Datetime Subclass,NN NN,pandas-main,test_constructors.py
835,958,Test Data Frame Constructor Index Inference,VB NNS NN NN NN NN,pandas-main,test_constructors.py
836,959,Test Data Frame Constructor With D type Coercion,VB NNS NN NN IN NN NN NN,pandas-main,test_constructors.py
837,960,Test Data Frame Constructor With Datetime TZ,VB NNS NN NN IN NN NNP,pandas-main,test_constructors.py
838,961,Test From Scalar,VB IN NN,pandas-main,test_constructors.py
839,962,Test Allow Non Na no,VB VB RB NNP NNP,pandas-main,test_constructors.py
840,963,Test Data Frame Nonunique Indexes,VB NNS NN JJ NNS,pandas-main,test_nonunique_indexes.py
841,964,Test Data Frame Subclassing,VB NNS NN NN,pandas-main,test_subclass.py
842,965,Custom Series,JJ NN,pandas-main,test_subclass.py
843,966,Custom Data Frame,JJ NNS NN,pandas-main,test_subclass.py
844,969,My Subclass With Metadata,PRP$ NN IN NN,pandas-main,test_subclass.py
845,970,Simple Data Frame Sub Class,JJ NNS NN NN NN,pandas-main,test_subclass.py
846,971,Simple Series Sub Class,JJ NN NN NN,pandas-main,test_subclass.py
847,972,Test Subclass Without Constructor,VB NN IN NN,pandas-main,test_subclass.py
848,973,Dummy Element,JJ NN,pandas-main,test_arithmetic.py
849,974,Test Frame Comparisons,VB NN NNS,pandas-main,test_arithmetic.py
850,975,Test Frame Flex Comparisons,VB NN JJ NN,pandas-main,test_arithmetic.py
851,976,Test Frame Flex Arithmetic,VB NN JJ NN,pandas-main,test_arithmetic.py
852,977,Test Frame Arithmetic,VB NN NN,pandas-main,test_arithmetic.py
853,978,Test Frame Arithmetic Unsorted,VB NN NN JJ,pandas-main,test_arithmetic.py
854,981,Test Data Frame Alter Axes,VB NNS NN VB NNS,pandas-main,test_alter_axes.py
855,983,Test Data Frame Analytics,VB NNS NN NNS,pandas-main,test_reductions.py
856,984,Test Data Frame Reductions,VB NNS NN NNS,pandas-main,test_reductions.py
857,985,Test Nuisance Columns,VB NN NNS,pandas-main,test_reductions.py
858,986,Test Empty Data Frame Reductions,VB JJ NNS NN NNS,pandas-main,test_reductions.py
859,987,Test As Array,VB IN NN,pandas-main,test_npfuncs.py
860,988,Test Data Frame Repr,VB NNS NN NN,pandas-main,test_repr.py
861,989,Test Data Frame Logical Operators,VB NNS NN JJ NNS,pandas-main,test_logical_ops.py
862,990,Test Data Frame Validate,VB NNS NN VB,pandas-main,test_validate.py
863,991,Test Data Frame Reshape,VB NNS NN VB,pandas-main,test_stack_unstack.py
864,992,Test Stack Unstack Multi Level,VB VB VB JJ NN,pandas-main,test_stack_unstack.py
865,994,Test Data Frame Unary Operators,VB NNS NN JJ NNS,pandas-main,test_unary.py
866,995,Test Data Frame Block Internals,VB NNS NN NN NNS,pandas-main,test_block_internals.py
867,996,Test Compat,VB NN,pandas-main,test_query_eval.py
868,997,Test Data Frame Eval,VB NNS NN NN,pandas-main,test_query_eval.py
869,998,Test Data Frame Query With Multi Index,VB NNS NN NN IN JJ NN,pandas-main,test_query_eval.py
870,999,Test Data Frame Query Num Expr Pandas,VB NNS NN NN NN NN NNP,pandas-main,test_query_eval.py
871,1000,My Dense,PRP$ JJ,keras-master,demo_custom_layer_backend_agnostic.py
872,1001,My Dropout,PRP$ NN,keras-master,demo_custom_layer_backend_agnostic.py
873,1002,My Model,PRP$ NN,keras-master,demo_custom_layer_backend_agnostic.py
874,1010,Activity Regularization Layer,NN NN NN,keras-master,writing_a_custom_training_loop_in_tensorflow.py
875,1011,Custom Callback,JJ NN,keras-master,writing_your_own_callbacks.py
876,1012,Loss And Error Printing Callback,NN CC NN NN NN,keras-master,writing_your_own_callbacks.py
877,1013,Early Stopping At Min Loss,JJ VBG IN JJ NN,keras-master,writing_your_own_callbacks.py
878,1014,Custom Learning Rate Scheduler,JJ NN NN NN,keras-master,writing_your_own_callbacks.py
879,1015,Linear,JJ,keras-master,making_new_layers_and_models_via_subclassing.py
880,1016,Compute Sum,VB NN,keras-master,making_new_layers_and_models_via_subclassing.py
881,1019,MLP Block,NNP NN,keras-master,making_new_layers_and_models_via_subclassing.py
882,1021,Outer Layer,JJ NN,keras-master,making_new_layers_and_models_via_subclassing.py
883,1022,Outer Layer With Kernel Regularizer,JJ NN IN NN NN,keras-master,making_new_layers_and_models_via_subclassing.py
884,1025,Custom Dropout,JJ NN,keras-master,making_new_layers_and_models_via_subclassing.py
885,1026,Sampling,NN,keras-master,making_new_layers_and_models_via_subclassing.py
886,1027,Encoder,NN,keras-master,making_new_layers_and_models_via_subclassing.py
887,1028,Decoder,NN,keras-master,making_new_layers_and_models_via_subclassing.py
888,1029,Variational Auto Encoder,JJ JJ NN,keras-master,making_new_layers_and_models_via_subclassing.py
889,1030,Custom Model,JJ NN,keras-master,custom_train_step_in_jax.py
890,1033,My Layer,PRP$ NN,keras-master,understanding_masking_and_padding.py
891,1034,Temporal Split,JJ NN,keras-master,understanding_masking_and_padding.py
892,1035,Custom Embedding,JJ NN,keras-master,understanding_masking_and_padding.py
893,1036,My Activation,PRP$ NN,keras-master,understanding_masking_and_padding.py
894,1037,Temporal Softmax,JJ NNP,keras-master,understanding_masking_and_padding.py
895,1039,Custom Dense,JJ NNP,keras-master,functional_api.py
896,1041,Custom RNN,JJ NNP,keras-master,functional_api.py
897,1048,GAN,NNP,keras-master,custom_train_step_in_tensorflow.py
898,1054,Custom MSE,JJ NNP,keras-master,training_with_built_in_methods.py
899,1055,Categorical True Positives,JJ JJ NNS,keras-master,training_with_built_in_methods.py
900,1057,Logistic Endpoint,JJ NN,keras-master,training_with_built_in_methods.py
901,1058,Example Py Dataset,NN NNP NN,keras-master,training_with_built_in_methods.py
902,1059,Example Torch Dataset,NN NNP NN,keras-master,training_with_built_in_methods.py
903,1060,Loss History,NN NN,keras-master,training_with_built_in_methods.py
904,1061,keras export,NNP NN,keras-master,api_export.py
905,1063,Example Model,NN NN,keras-master,cloning_test.py
906,1064,Clone Model Test,NN NN NN,keras-master,cloning_test.py
907,1065,Sequential,JJ,keras-master,sequential.py
908,1066,Model Test,NN NN,keras-master,model_test.py
909,1067,Multi Input Model,JJ NN NN,keras-master,model_test.py
910,1070,Nested Layer,JJ NN,keras-master,model_test.py
911,1071,Double Nested Layer,JJ JJ NN,keras-master,model_test.py
912,1072,Variable Mapping Test,JJ NN NN,keras-master,variable_mapping_test.py
913,1073,Functional,JJ,keras-master,functional.py
914,1074,Sequential Test,JJ NN,keras-master,sequential_test.py
915,1075,Dict Layer,NN NN,keras-master,sequential_test.py
916,1076,List Layer,NN NN,keras-master,sequential_test.py
917,1077,Dynamic Layer,JJ NN,keras-master,sequential_test.py
918,1079,Bad Layer,JJ NN,keras-master,sequential_test.py
919,1080,Model,NN,keras-master,model.py
920,1081,Functional Test,JJ NN,keras-master,functional_test.py
921,1082,Canary,NN,keras-master,functional_test.py
922,1083,Variable,NN,keras-master,exports.py
923,1084,name scope,NN NN,keras-master,exports.py
924,1085,JAX Trainer,NNP NN,keras-master,trainer.py
925,1086,JAX Epoch Iterator,NNP NN NN,keras-master,trainer.py
926,1087,Jax Layer,NNP NN,keras-master,layer.py
927,1089,Jax Distribution Lib Test,NNP NN NN NN,keras-master,distribution_lib_test.py
928,1090,Sharding Capture Layer,NN NN NN,keras-master,distribution_lib_test.py
929,1091,Jax Optimizer,NNP NN,keras-master,optimizer.py
930,1092,Device Test,NN NN,keras-master,device_scope_test.py
931,1093,Compute Output Spec Test,NN NN JJ NN,keras-master,compute_output_spec_test.py
932,1094,Tensor Flow Trainer,NN NN NNP,keras-master,trainer.py
933,1095,Deprecated Compiled Metric,VBN VBN NN,keras-master,trainer.py
934,1096,TF Epoch Iterator,NNP NN NN,keras-master,trainer.py
935,1097,TF Layer,NNP NN,keras-master,layer.py
936,1100,Optimizer Distribute Test,NN VB NN,keras-master,optimizer_distribute_test.py
937,1101,TF Name Scope Test,NNP NN NN NN,keras-master,name_scope_test.py
938,1102,Custom Model X,JJ NN FW,keras-master,saved_model_test.py
939,1103,Custom Signature Model,JJ NN NN,keras-master,saved_model_test.py
940,1104,Saved Model Test,VBN NN NN,keras-master,saved_model_test.py
941,1105,Custom Layer,JJ NN,keras-master,saved_model_test.py
942,1109,Custom Layer List,JJ NN NN,keras-master,saved_model_test.py
943,1110,Custom Layer Dict,JJ NN NN,keras-master,saved_model_test.py
944,1111,Adder,NN,keras-master,saved_model_test.py
945,1113,Distribute Test,VB NN,keras-master,distribute_test.py
946,1114,TF Optimizer,NNP NN,keras-master,optimizer.py
947,1115,Keras Auto Trackable,NNP JJ JJ,keras-master,trackable.py
948,1116,Torch Trainer,NNP NN,keras-master,trainer.py
949,1117,Torch Epoch Iterator,NNP NN NN,keras-master,trainer.py
950,1118,Torch Layer,NNP NN,keras-master,layer.py
951,1120,custom gradient,JJ NN,keras-master,core.py
952,1121,Custom Gradient Function,JJ NN NN,keras-master,core.py
953,1122,Adam,NNP,keras-master,torch_adam.py
954,1123,Lion,NNP,keras-master,torch_lion.py
955,1124,Torch Optimizer,NNP NN,keras-master,torch_optimizer.py
956,1125,Adam W,NNP FW,keras-master,torch_adamw.py
957,1126,Nadam,NNP,keras-master,torch_nadam.py
958,1127,RMS prop,NNP NN,keras-master,torch_rmsprop.py
959,1128,Ada grad,NNP NN,keras-master,torch_adagrad.py
960,1129,Ada max,NNP NN,keras-master,torch_adamax.py
961,1130,SGD,NNP,keras-master,torch_sgd.py
962,1131,Torch Parallel Optimizer,NNP JJ NN,keras-master,torch_parallel_optimizer.py
963,1132,Ada delta,NNP NN,keras-master,torch_adadelta.py
964,1133,Numpy Trainer,NNP NN,keras-master,trainer.py
965,1134,Numpy Layer,NNP NN,keras-master,layer.py
966,1136,Keras Variable,NNP NN,keras-master,variables.py
967,1137,Auto cast Scope,JJ NN NN,keras-master,variables.py
968,1138,Variable Initialization Test,NN NN NN,keras-master,variables_test.py
969,1139,Variable Properties Test,NN NNS NN,keras-master,variables_test.py
970,1140,Variable Numpy Value And Assignment Test,NN NNP NN CC NN NN,keras-master,variables_test.py
971,1141,Variable D type Shape N dim Repr,NN FW NN NN FW NN NNP,keras-master,variables_test.py
972,1142,Variable Operations Test,NN NNPS NN,keras-master,variables_test.py
973,1143,Variable Binary Operations Test,NN JJ NNPS NN,keras-master,variables_test.py
974,1144,Test Standardize Shape With Torch,VB VB NN IN NNP,keras-master,variables_test.py
975,1145,Test Standardize Shape With Out Torch,VB VB NN IN RP NNP,keras-master,variables_test.py
976,1146,Keras Tensor Test,NNP NN NN,keras-master,keras_tensor_test.py
977,1147,Convert Conv Transpose Padding Args JAX Test,VB NN NN NN NNP NNP NN,keras-master,backend_utils_test.py
978,1148,Convert Conv Transpose Padding Args Torch Test,VB NN NN NN NNP NNP NN,keras-master,backend_utils_test.py
979,1149,Compute Conv Transpose Padding Args For JAX Test,VB NN NN NN NNP IN NNP NN,keras-master,backend_utils_test.py
980,1150,Compute Conv Transpose Padding Args For Torch Test,VB NN NN NN NNP IN NNP NN,keras-master,backend_utils_test.py
981,1151,Get Output Shape Given TF Padding Test,VB NN NN VBN NNP NN NN,keras-master,backend_utils_test.py
982,1152,D types Test,FW NNS NN,keras-master,dtypes_test.py
983,1153,Test Stateless Scope,VB JJ NN,keras-master,stateless_scope_test.py
984,1154,Global State Test,JJ NN NN,keras-master,global_state_test.py
985,1156,Stateless Scope,JJ NN,keras-master,stateless_scope.py
986,1157,Name Scope Test,NN NN NN,keras-master,name_scope_test.py
987,1158,Keras Tensor,NNP NN,keras-master,keras_tensor.py
988,1160,Container,NN,keras-master,compute_output_spec_test.py
989,1161,Random Layer,JJ NN,keras-master,export_lib_test.py
990,1162,Export Archive Test,NN NN NN,keras-master,export_lib_test.py
991,1165,Test TFSM Layer,VB NNP NN,keras-master,export_lib_test.py
992,1166,Export Archive,VB NN,keras-master,export_lib.py
993,1167,TFSM Layer,NNP NN,keras-master,export_lib.py
994,1168,Serializable Dict,JJ NN,keras-master,serialization_lib.py
995,1169,Safe Mode Scope,JJ NN NN,keras-master,serialization_lib.py
996,1170,Object Sharing Scope,NN NN NN,keras-master,serialization_lib.py
997,1171,Disk IO Store,NN NNP NN,keras-master,saving_lib.py
998,1172,H 5 IO Store,FW CD NNP NN,keras-master,saving_lib.py
999,1173,H 5 Entry,FW CD NN,keras-master,saving_lib.py
1000,1174,Npz IO Store,NNP NNP NN,keras-master,saving_lib.py
1001,1175,Custom Object Scope,JJ NN NN,keras-master,object_registration.py
1002,1177,Layer With Custom Saving,NN IN JJ NN,keras-master,saving_lib_test.py
1003,1179,Model With Custom Saving,NN IN JJ NN,keras-master,saving_lib_test.py
1004,1180,Compile Overriding Model,VB JJ NN,keras-master,saving_lib_test.py
1005,1181,Compile Overriding Sequential,VB JJ JJ,keras-master,saving_lib_test.py
1006,1182,Subclass Functional,NN JJ,keras-master,saving_lib_test.py
1007,1183,Saving Test,VBG NN,keras-master,saving_lib_test.py
1008,1184,Saving API Test,VBG NNP NN,keras-master,saving_lib_test.py
1009,1185,Growth Factor,NN NN,keras-master,saving_lib_test.py
1010,1186,Factor Layer,NN NN,keras-master,saving_lib_test.py
1011,1187,Complex Model,JJ NN,keras-master,saving_lib_test.py
1012,1188,Saving Battle Test,VBG NN NN,keras-master,saving_lib_test.py
1013,1189,Normal Model,JJ NN,keras-master,saving_lib_test.py
1014,1190,Weird Model,JJ NN,keras-master,saving_lib_test.py
1015,1191,Save Model Tests,VB NN NNS,keras-master,saving_api_test.py
1016,1192,Load Model Tests,VB NN NNS,keras-master,saving_api_test.py
1017,1194,Load Weights Tests,VB NNS NNS,keras-master,saving_api_test.py
1018,1195,Save Model Tests Warning,VB NN NNS NN,keras-master,saving_api_test.py
1019,1197,Nested Custom Layer,JJ JJ NN,keras-master,serialization_lib_test.py
1020,1198,Wrapper Layer,NN NN,keras-master,serialization_lib_test.py
1021,1199,Serialization Lib Test,NN NN NN,keras-master,serialization_lib_test.py
1022,1200,Plain Functional Subclass,JJ JJ NN,keras-master,serialization_lib_test.py
1023,1201,Functional Subclass W Custom Init,JJ NN FW JJ NN,keras-master,serialization_lib_test.py
1024,1203,Shared Activation,JJ NN,keras-master,serialization_lib_test.py
1025,1205,My Wrapper,PRP$ NN,keras-master,serialization_lib_test.py
1026,1206,Test Object Registration,VB NN NN,keras-master,object_registration_test.py
1027,1207,Custom Class,JJ NN,keras-master,object_registration_test.py
1028,1208,Test Class,NN NN,keras-master,object_registration_test.py
1029,1209,Other Test Class,JJ NN NN,keras-master,object_registration_test.py
1030,1211,Alpha Dropout,NN NN,keras-master,layers.py
1031,1212,Random Height,JJ NN,keras-master,layers.py
1032,1213,Random Width,JJ NN,keras-master,layers.py
1033,1214,Thresholded Re LU,VBN NNP NNP,keras-master,layers.py
1034,1215,Reduction,NN,keras-master,losses.py
1035,1216,Timeseries Generator,NNS NN,keras-master,sequence.py
1036,1217,Iterator,NN,keras-master,image.py
1037,1218,Batch From Files Mixin,NN IN NNS NN,keras-master,image.py
1038,1219,Directory Iterator,NN NN,keras-master,image.py
1039,1220,Numpy Array Iterator,NNP NN NN,keras-master,image.py
1040,1221,Data Frame Iterator,NN NN NN,keras-master,image.py
1041,1222,Image Data Generator,NN NN NN,keras-master,image.py
1042,1223,Tokenizer,NN,keras-master,text.py
1043,1224,Json Utils Test All Backends,NNP NNS NN DT NNS,keras-master,json_utils_test.py
1044,1225,Enum,NN,keras-master,json_utils_test.py
1045,1226,Json Utils Test TF,NNP NNS NN NNP,keras-master,json_utils_test.py
1046,1227,Masked Tensor,VBN NN,keras-master,json_utils_test.py
1047,1228,Disable Shared Object Scope,VB VBN NN NN,keras-master,serialization.py
1048,1229,Noop Loading Scope,NN NN NN,keras-master,serialization.py
1049,1230,Shared Object Loading Scope,VBN NN NN NN,keras-master,serialization.py
1050,1231,Shared Object Config,VBN NN NN,keras-master,serialization.py
1051,1232,Shared Object Saving Scope,VBN NN NN NN,keras-master,serialization.py
1052,1235,Legacy H 5 Weights Test,NN FW CD NNS NN,keras-master,legacy_h5_format_test.py
1053,1236,Legacy H 5 Whole Model Test,NN FW CD JJ NN NN,keras-master,legacy_h5_format_test.py
1054,1240,Registered Sub Layer,JJ NN NN,keras-master,legacy_h5_format_test.py
1055,1241,Legacy H 5 Backwards Compat Test,NN FW CD NNS NN NN,keras-master,legacy_h5_format_test.py
1056,1250,Directory Creation Test,NN NN NN,keras-master,legacy_h5_format_test.py
1057,1251,Re LU,NNP NNP,keras-master,activations.py
1058,1252,Mish,NNP,keras-master,activations.py
1059,1253,Activations Test,NNS NN,keras-master,activations_test.py
1060,1254,Loss,NN,keras-master,loss.py
1061,1255,Example Loss,NN NN,keras-master,loss_test.py
1062,1256,Loss Test,NN NN,keras-master,loss_test.py
1063,1257,Mean Squared Error Test,JJ JJ NN NN,keras-master,losses_test.py
1064,1258,Mean Absolute Error Test,JJ JJ NN NN,keras-master,losses_test.py
1065,1259,Mean Absolute Percentage Error Test,JJ JJ NN NN NN,keras-master,losses_test.py
1066,1260,Mean Squared Logarithmic Error Test,JJ JJ JJ NN NN,keras-master,losses_test.py
1067,1261,Hinge Test,NN NN,keras-master,losses_test.py
1068,1262,Squared Hinge Test,JJ NN NN,keras-master,losses_test.py
1069,1263,Categorical Hinge Test,JJ NN NN,keras-master,losses_test.py
1070,1264,Cosine Similarity Test,NN NN NN,keras-master,losses_test.py
1071,1265,Huber Loss Test,NNP NNP NN,keras-master,losses_test.py
1072,1266,Log Cosh Test,NN NN NN,keras-master,losses_test.py
1073,1267,KL Divergence Test,NNP NN NN,keras-master,losses_test.py
1074,1268,Poisson Test,NN NN,keras-master,losses_test.py
1075,1269,Binary Crossentropy Test,JJ NNP NN,keras-master,losses_test.py
1076,1270,Categorical Crossentropy Test,JJ NNP NN,keras-master,losses_test.py
1077,1271,Sparse Categorical Crossentropy Test,JJ JJ NNP NN,keras-master,losses_test.py
1078,1272,Binary Focal Crossentropy Test,JJ JJ NNP NN,keras-master,losses_test.py
1079,1273,Categorical Focal Crossentropy Test,JJ JJ NNP NN,keras-master,losses_test.py
1080,1274,CTC Test,NNP NN,keras-master,losses_test.py
1081,1275,Dice Test,NN NN,keras-master,losses_test.py
1082,1276,Loss Function Wrapper,NN NN NN,keras-master,losses.py
1083,1277,Mean Squared Error,JJ JJ NN,keras-master,losses.py
1084,1278,Mean Absolute Error,JJ JJ NN,keras-master,losses.py
1085,1279,Mean Absolute Percentage Error,JJ JJ NN NN,keras-master,losses.py
1086,1280,Mean Squared Logarithmic Error,JJ JJ JJ NN,keras-master,losses.py
1087,1281,Cosine Similarity,NN NN,keras-master,losses.py
1088,1282,Huber,NNP,keras-master,losses.py
1089,1283,Log Cosh,NN NNP,keras-master,losses.py
1090,1284,Hinge,NN,keras-master,losses.py
1091,1285,Squared Hinge,JJ NN,keras-master,losses.py
1092,1286,Categorical Hinge,JJ NN,keras-master,losses.py
1093,1287,KL Divergence,NNP NN,keras-master,losses.py
1094,1288,Poisson,NN,keras-master,losses.py
1095,1289,Binary Crossentropy,JJ NNP,keras-master,losses.py
1096,1290,Binary Focal Crossentropy,JJ JJ NNP,keras-master,losses.py
1097,1291,Categorical Crossentropy,JJ NNP,keras-master,losses.py
1098,1292,Categorical Focal Crossentropy,JJ JJ NNP,keras-master,losses.py
1099,1293,Sparse Categorical Crossentropy,JJ JJ NNP,keras-master,losses.py
1100,1294,CTC,NNP,keras-master,losses.py
1101,1295,Dice,NN,keras-master,losses.py
1102,1296,Device Mesh,NN NN,keras-master,distribution_lib.py
1103,1297,Tensor Layout,NNP NN,keras-master,distribution_lib.py
1104,1298,Distribution,NN,keras-master,distribution_lib.py
1105,1299,Data Parallel,NNS NN,keras-master,distribution_lib.py
1106,1300,Model Parallel,NN NN,keras-master,distribution_lib.py
1107,1301,Layout Map,NN NN,keras-master,distribution_lib.py
1108,1302,Multi Process Initialize Test,JJ NN VBP NN,keras-master,distribution_lib_test.py
1109,1303,Device Mesh Test,NN NN NN,keras-master,distribution_lib_test.py
1110,1304,Tensor Layout Test,NNP NN NN,keras-master,distribution_lib_test.py
1111,1305,Distribution Test,NN NN,keras-master,distribution_lib_test.py
1112,1306,Data Parallel Distribution Test,NNS JJ NN NN,keras-master,distribution_lib_test.py
1113,1307,Model Parallel Distribution Test,NN JJ NN NN,keras-master,distribution_lib_test.py
1114,1308,Layout Map Test,NN NN NN,keras-master,distribution_lib_test.py
1115,1309,Seed Generator Test,NN NN NN,keras-master,seed_generator_test.py
1116,1310,Random Test,JJ NN,keras-master,random_test.py
1117,1311,Seed Generator,NN NN,keras-master,seed_generator.py
1118,1312,Optimizer Test,NN NN,keras-master,optimizer_test.py
1119,1313,Ada max Test,NNP NN NN,keras-master,adamax_test.py
1120,1314,Adam W Test,NNP FW NNP,keras-master,adamw_test.py
1121,1315,Ftrl,NNP,keras-master,ftrl.py
1122,1316,RMS prop Test,NNP NN NN,keras-master,rmsprop_test.py
1123,1317,Scatter Update Optimizer,NN NN NN,keras-master,optimizer_sparse_test.py
1124,1318,Optimizer Sparse Test,NN JJ NN,keras-master,optimizer_sparse_test.py
1125,1319,Ada delta Test,NNP NN NN,keras-master,adadelta_test.py
1126,1320,Loss Scale Optimizer,NN NN NN,keras-master,loss_scale_optimizer.py
1127,1322,Loss Scale Optimizer Test,NN NN NN NN,keras-master,loss_scale_optimizer_test.py
1128,1324,Ftrl Test,NNP NN,keras-master,ftrl_test.py
1129,1328,SGD Test,NNP NN,keras-master,sgd_test.py
1130,1330,Base Optimizer,JJ NN,keras-master,base_optimizer.py
1131,1332,Ada grad Test,NNP NN NN,keras-master,adagrad_test.py
1132,1333,Ada factor,NNP NN,keras-master,adafactor.py
1133,1334,Adam Test,NNP NN,keras-master,adam_test.py
1134,1336,Lion Test,NNP NN,keras-master,lion_test.py
1135,1338,Legacy Optimizer Warning,NN NN NN,keras-master,__init__.py
1136,1339,Optimizer,NN,keras-master,optimizer.py
1137,1340,Ada factor Test,NNP NN NN,keras-master,adafactor_test.py
1138,1341,Nadam Test,NNP NN,keras-master,nadam_test.py
1139,1342,Learning Rate Schedule,NN NN NN,keras-master,learning_rate_schedule.py
1140,1343,Exponential Decay,JJ NN,keras-master,learning_rate_schedule.py
1141,1344,Piecewise Constant Decay,JJ JJ NN,keras-master,learning_rate_schedule.py
1142,1345,Polynomial Decay,JJ NN,keras-master,learning_rate_schedule.py
1143,1346,Inverse Time Decay,JJ NN NN,keras-master,learning_rate_schedule.py
1144,1347,Cosine Decay,NN NN,keras-master,learning_rate_schedule.py
1145,1348,Cosine Decay Restarts,NN NN NNS,keras-master,learning_rate_schedule.py
1146,1349,Test Fit LR Schedules Flow,VB NN NNP NNS NN,keras-master,learning_rate_schedule_test.py
1147,1350,Exponential Decay Test,JJ NN NN,keras-master,learning_rate_schedule_test.py
1148,1351,Piecewise Constant Decay Test,JJ JJ NN NN,keras-master,learning_rate_schedule_test.py
1149,1352,Linear Decay Test,JJ NN NN,keras-master,learning_rate_schedule_test.py
1150,1353,Sqrt Decay Test,NNP NN NN,keras-master,learning_rate_schedule_test.py
1151,1354,Inverse Time Decay Test,JJ NN NN NN,keras-master,learning_rate_schedule_test.py
1152,1355,Cosine Decay Test,NN NN NN,keras-master,learning_rate_schedule_test.py
1153,1356,Cosine Decay Restarts Test,NN NN NNS NN,keras-master,learning_rate_schedule_test.py
1154,1357,Constraints Test,NNS NN,keras-master,constraints_test.py
1155,1358,Constraint,NN,keras-master,constraints.py
1156,1359,Max Norm,JJ NN,keras-master,constraints.py
1157,1360,Non Neg,RB NN,keras-master,constraints.py
1158,1361,Unit Norm,NN NN,keras-master,constraints.py
1159,1362,Min Max Norm,JJ JJ NN,keras-master,constraints.py
1160,1363,Regularizers Test,NNS NN,keras-master,regularizers_test.py
1161,1364,Validate Float Arg Test,VB NN NN NN,keras-master,regularizers_test.py
1162,1365,Regularizer,NNP,keras-master,regularizers.py
1163,1366,L 1 L 2,FW CD FW CD,keras-master,regularizers.py
1164,1367,L 1,FW CD,keras-master,regularizers.py
1165,1368,L 2,FW CD,keras-master,regularizers.py
1166,1369,Orthogonal Regularizer,JJ NN,keras-master,regularizers.py
1167,1370,Naming Utils Test,NN NNPS NN,keras-master,naming_test.py
1168,1371,Object Without Name,NN IN NN,keras-master,naming_test.py
1169,1372,Object Without Name Or Class,NN IN NN CC NN,keras-master,naming_test.py
1170,1373,Mock Keras Object,JJ NNP NN,keras-master,naming_test.py
1171,1374,Path To String Test,NN IN NN NN,keras-master,file_utils_test.py
1172,1375,Non String Typed Path Object,RB NN JJ NN NN,keras-master,file_utils_test.py
1173,1376,Resolve Path Test,VB NN NN,keras-master,file_utils_test.py
1174,1377,Is Path In Dir Test,VBZ NN IN NN NN,keras-master,file_utils_test.py
1175,1378,Is Link In Dir Test,VBZ NN IN NN NN,keras-master,file_utils_test.py
1176,1379,Filter Safe Paths Test,VB JJ NNS NN,keras-master,file_utils_test.py
1177,1380,Extract Archive Test,VB NNP NN,keras-master,file_utils_test.py
1178,1381,Get File Test,VB NN NN,keras-master,file_utils_test.py
1179,1382,Hash File Test,VB NN NN,keras-master,file_utils_test.py
1180,1383,Test Validate File,VB VB NN,keras-master,file_utils_test.py
1181,1384,Resolve Hasher Test,VB NN NN,keras-master,file_utils_test.py
1182,1385,Is Remote Path Test,VBZ JJ NN NN,keras-master,file_utils_test.py
1183,1386,Test Raise If No G File,VB VB IN DT FW NN,keras-master,file_utils_test.py
1184,1387,Text Dataset From Directory Test,VB NN IN NN NN,keras-master,text_dataset_utils_test.py
1185,1388,Torch Module Wrapper,NNP NN NN,keras-master,torch_utils.py
1186,1389,Image Dataset From Directory Test,NN NN IN NN NN,keras-master,image_dataset_utils_test.py
1187,1391,Flax Layer,NN NN,keras-master,jax_layer.py
1188,1392,Timeseries Dataset Test,NNS NN NN,keras-master,timeseries_dataset_utils_test.py
1189,1393,Tree Test,NN NN,keras-master,tree_test.py
1190,1394,Prog bar,NN NN,keras-master,progbar.py
1191,1395,Dot Not Track Scope,NN RB VBP NN,keras-master,tracking.py
1192,1396,Tracker,NN,keras-master,tracking.py
1193,1397,Tracked List,VBN NN,keras-master,tracking.py
1194,1398,Tracked Dict,VBN NN,keras-master,tracking.py
1195,1399,Tracked Set,VBN NN,keras-master,tracking.py
1196,1400,Dataset Utils Test,NN NNS NN,keras-master,dataset_utils_test.py
1197,1401,Dataset,NN,keras-master,dataset_utils_test.py
1198,1402,Classifier,NN,keras-master,torch_utils_test.py
1199,1403,Classifier With No Special Casing,NN IN DT JJ NN,keras-master,torch_utils_test.py
1200,1404,Torch Utils Test,NNP NNS NN,keras-master,torch_utils_test.py
1201,1405,Test Numerical Utils,VB JJ NNS,keras-master,numerical_utils_test.py
1202,1406,Flax Training Independent Model,NN NN JJ NN,keras-master,jax_layer_test.py
1203,1407,Flax Dropout Model,NN NN NN,keras-master,jax_layer_test.py
1204,1408,Flax Batch Norm Model,NN NN NN NN,keras-master,jax_layer_test.py
1205,1409,Test Jax Layer,VB NNP NN,keras-master,jax_layer_test.py
