,ID,TYPE,DECLARATION,PROJECT,FILE
823,823,NativeAzureFileSystem,"getFs()
",hadoop,TestBlobMetadata.java
824,824,String>,"getContainerMetadata()
",hadoop,TestBlobMetadata.java
828,828,void,"testPreExistingContainerVersionMetadata() throws Exception
",hadoop,TestBlobMetadata.java
829,829,void,"testFirstContainerVersionMetadata() throws Exception
",hadoop,TestBlobMetadata.java
830,830,void,"testPermissionMetadata() throws Exception
",hadoop,TestBlobMetadata.java
831,831,void,"testOldPermissionMetadata() throws Exception
",hadoop,TestBlobMetadata.java
832,832,void,"testFolderMetadata() throws Exception
",hadoop,TestBlobMetadata.java
833,833,void,"checkBlockLocation(final BlockLocation loc) throws Exception
",hadoop,TestBlockLocation.java
836,836,void,"testBlockLocationConstructors() throws Exception
",hadoop,TestBlockLocation.java
837,837,void,"testBlockLocationSetters() throws Exception
",hadoop,TestBlockLocation.java
838,838,Object,"get()
",hadoop,ObjectWritable.java
839,839,Class,"getDeclaredClass()
",hadoop,ObjectWritable.java
842,842,void,"readFields(DataInput in) throws IOException
",hadoop,ObjectWritable.java
846,846,void,"writeObject(DataOutput out, Object instance, Class declaredClass, Configuration conf) throws IOException
",hadoop,ObjectWritable.java
848,848,Object,"readObject(DataInput in, Configuration conf) throws IOException
",hadoop,ObjectWritable.java
850,850,Message,"tryInstantiateProtobuf(Class<?> protoClass, DataInput dataIn) throws IOException
",hadoop,ObjectWritable.java
851,851,Method,"getStaticProtobufMethod(Class<?> declaredClass, String method, Class<?>... args)
",hadoop,ObjectWritable.java
852,852,Class<?>,"loadClass(Configuration conf, String className)
",hadoop,ObjectWritable.java
857,857,void,"map(WritableComparable key, Writable value, OutputCollector<WritableComparable, IntWritable> output, Reporter reporter) throws IOException
",hadoop,ExternalMapReduce.java
858,858,void,"reduce(WritableComparable key, Iterator<Writable> values, OutputCollector<WritableComparable, IntWritable> output, Reporter reporter) throws IOException
",hadoop,ExternalMapReduce.java
861,861,void,"testDefaultOffsets()
",hadoop,TestBinaryPartitioner.java
862,862,void,"testCustomOffsets()
",hadoop,TestBinaryPartitioner.java
863,863,void,"testLowerBound()
",hadoop,TestBinaryPartitioner.java
864,864,void,"testUpperBound()
",hadoop,TestBinaryPartitioner.java
866,866,void,"flush() throws IOException
",hadoop,EventWriter.java
868,868,JhCounters,"toAvro(Counters counters)
",hadoop,EventWriter.java
870,870,void,"testFs() throws Exception
",hadoop,TestFileSystem.java
872,872,void,"testCommandFormat() throws Exception
",hadoop,TestFileSystem.java
873,873,void,"createControlFile(FileSystem fs, long megaBytes, int numFiles, long seed) throws Exception
",hadoop,TestFileSystem.java
877,877,void,"writeTest(FileSystem fs, boolean fastCheck) throws Exception
",hadoop,TestFileSystem.java
881,881,void,"readTest(FileSystem fs, boolean fastCheck) throws Exception
",hadoop,TestFileSystem.java
885,885,void,"seekTest(FileSystem fs, boolean fastCheck) throws Exception
",hadoop,TestFileSystem.java
887,887,void,"testFsCache() throws Exception
",hadoop,TestFileSystem.java
889,889,void,"runTestCache(int port) throws Exception
",hadoop,TestFileSystem.java
891,891,void,"testFsClose() throws Exception
",hadoop,TestFileSystem.java
892,892,void,"testFsShutdownHook() throws Exception
",hadoop,TestFileSystem.java
893,893,void,"testCacheKeysAreCaseInsensitive() throws Exception
",hadoop,TestFileSystem.java
894,894,void,"testFsUniqueness(long megaBytes, int numFiles, long seed) throws Exception
",hadoop,TestFileSystem.java
895,895,void,"setClosedSet(Set<FileSystem> closedSet)
",hadoop,TestFileSystem.java
903,903,boolean,"hasNext() throws IOException
",hadoop,BackupStore.java
905,905,DataInputBuffer,"nextValue()
",hadoop,BackupStore.java
906,906,DataInputBuffer,"nextKey()
",hadoop,BackupStore.java
907,907,void,"reinitialize() throws IOException
",hadoop,BackupStore.java
908,908,void,"exitResetMode() throws IOException
",hadoop,BackupStore.java
909,909,DataOutputStream,"getOutputStream(int length) throws IOException
",hadoop,BackupStore.java
910,910,void,"updateCounters(int length)
",hadoop,BackupStore.java
911,911,void,"clearMark() throws IOException
",hadoop,BackupStore.java
912,912,void,"clearSegmentList() throws IOException
",hadoop,BackupStore.java
913,913,void,"unreserve(long len)
",hadoop,BackupStore.java
915,915,int,"createNewMemoryBlock(int requestedSize, int minSize)
",hadoop,BackupStore.java
916,916,boolean,"reserveSpace(int length) throws IOException
",hadoop,BackupStore.java
919,919,void,"createInMemorySegment() throws IOException
",hadoop,BackupStore.java
922,922,void,"activate() throws IOException
",hadoop,BackupStore.java
923,923,void,"createInDiskSegment() throws IOException
",hadoop,BackupStore.java
924,924,boolean,"isActive()
",hadoop,BackupStore.java
925,925,V>,"createSpillFile() throws IOException
",hadoop,BackupStore.java
926,926,boolean,"reserve(int requestedSize, InputStream in)
",hadoop,BackupStore.java
932,932,void,"testCompressorPoolCounts()
",hadoop,TestCodecPool.java
933,933,void,"testDecompressorPoolCounts()
",hadoop,TestCodecPool.java
934,934,void,"preHead(Page.HTML<_> html)
",hadoop,ContainerLogsPage.java
935,935,SubView>,"content()
",hadoop,ContainerLogsPage.java
936,936,void,"render(Block html)
",hadoop,ContainerLogsPage.java
937,937,void,"printLogFile(Block html, File logFile)
",hadoop,ContainerLogsPage.java
938,938,void,"printLogFileDirectory(Block html, List<File> containerLogsDirs)
",hadoop,ContainerLogsPage.java
939,939,void,"clusterSetupAtBegining() throws IOException, LoginException, URISyntaxException
",hadoop,TestViewFsFileStatusHdfs.java
940,940,void,"testFileStatusSerialziation() throws IOException, URISyntaxException
",hadoop,TestViewFsFileStatusHdfs.java
941,941,void,"testGetFileChecksum() throws IOException, URISyntaxException
",hadoop,TestViewFsFileStatusHdfs.java
942,942,void,"cleanup() throws IOException
",hadoop,TestViewFsFileStatusHdfs.java
948,948,InputStream,"getInputStream(int bufferSize, byte[] key, byte[] iv) throws IOException
",hadoop,TestCryptoStreams.java
954,954,void,"hflush() throws IOException
",hadoop,TestCryptoStreams.java
955,955,void,"hsync() throws IOException
",hadoop,TestCryptoStreams.java
956,956,void,"checkStream() throws IOException
",hadoop,TestCryptoStreams.java
969,969,void,"releaseBuffer(ByteBuffer buffer)
",hadoop,TestCryptoStreams.java
972,972,FileDescriptor,"getFileDescriptor() throws IOException
",hadoop,TestCryptoStreams.java
976,976,DatanodeStorageInfo,"chooseLocalStorage(Node localMachine, Set<Node> excludedNodes, long blocksize, int maxNodesPerRack, List<DatanodeStorageInfo> results, boolean avoidStaleNodes, StorageType storageType, boolean fallbackToLocalRack) throws NotEnoughReplicasException
",hadoop,BlockPlacementPolicyWithNodeGroup.java
977,977,DatanodeDescriptor,"secondNode(Node localMachine, List<DatanodeStorageInfo> results)
",hadoop,BlockPlacementPolicyWithNodeGroup.java
978,978,DatanodeStorageInfo,"chooseLocalRack(Node localMachine, Set<Node> excludedNodes, long blocksize, int maxNodesPerRack, List<DatanodeStorageInfo> results, boolean avoidStaleNodes, StorageType storageType) throws NotEnoughReplicasException
",hadoop,BlockPlacementPolicyWithNodeGroup.java
979,979,void,"chooseRemoteRack(int numOfReplicas, DatanodeDescriptor localMachine, Set<Node> excludedNodes, long blocksize, int maxReplicasPerRack, List<DatanodeStorageInfo> results, boolean avoidStaleNodes, StorageType storageType) throws NotEnoughReplicasException
",hadoop,BlockPlacementPolicyWithNodeGroup.java
980,980,DatanodeStorageInfo,"chooseLocalNodeGroup(NetworkTopologyWithNodeGroup clusterMap, Node localMachine, Set<Node> excludedNodes, long blocksize, int maxNodesPerRack, List<DatanodeStorageInfo> results, boolean avoidStaleNodes, StorageType storageType) throws NotEnoughReplicasException
",hadoop,BlockPlacementPolicyWithNodeGroup.java
981,981,String,"getRack(final DatanodeInfo cur)
",hadoop,BlockPlacementPolicyWithNodeGroup.java
982,982,int,"addToExcludedNodes(DatanodeDescriptor chosenNode, Set<Node> excludedNodes)
",hadoop,BlockPlacementPolicyWithNodeGroup.java
983,983,int,"addDependentNodesToExcludedNodes(DatanodeDescriptor chosenNode, Set<Node> excludedNodes)
",hadoop,BlockPlacementPolicyWithNodeGroup.java
984,984,Collection<DatanodeStorageInfo>,"pickupReplicaSet(Collection<DatanodeStorageInfo> first, Collection<DatanodeStorageInfo> second)
",hadoop,BlockPlacementPolicyWithNodeGroup.java
985,985,boolean,"accept(File dir, String name)
",hadoop,TestCheckpoint.java
987,987,void,"checkForSNNThreads()
",hadoop,TestCheckpoint.java
988,988,void,"checkFile(FileSystem fileSys, Path name, int repl) throws IOException
",hadoop,TestCheckpoint.java
989,989,void,"cleanupFile(FileSystem fileSys, Path name) throws IOException
",hadoop,TestCheckpoint.java
990,990,void,"testNameDirError() throws IOException
",hadoop,TestCheckpoint.java
991,991,void,"testWriteTransactionIdHandlesIOE() throws Exception
",hadoop,TestCheckpoint.java
992,992,void,"testReloadOnEditReplayFailure() throws IOException
",hadoop,TestCheckpoint.java
993,993,void,"testTooManyEditReplayFailures() throws IOException
",hadoop,TestCheckpoint.java
994,994,void,"testSecondaryNamenodeError1() throws IOException
",hadoop,TestCheckpoint.java
995,995,void,"testSecondaryNamenodeError2() throws IOException
",hadoop,TestCheckpoint.java
996,996,void,"testSecondaryNamenodeError3() throws IOException
",hadoop,TestCheckpoint.java
997,997,void,"testSecondaryFailsWithErrorBeforeSettingHeaders() throws IOException
",hadoop,TestCheckpoint.java
998,998,void,"doSecondaryFailsToReturnImage() throws IOException
",hadoop,TestCheckpoint.java
999,999,File,"filePathContaining(final String substring)
",hadoop,TestCheckpoint.java
1001,1001,boolean,"isTimeUnit(int unit)
",jdk,Result.java
1002,1002,boolean,"isWorkUnit(int unit)
",jdk,Result.java
1003,1003,String,"parseRateOpt(String opt)
",jdk,Result.java
1004,1004,int,"parseUnit(String c)
",jdk,Result.java
1005,1005,void,"setReps(int reps)
",jdk,Result.java
1006,1006,void,"setUnits(int units)
",jdk,Result.java
1007,1007,void,"setUnitName(String name)
",jdk,Result.java
1008,1008,void,"addTime(long time)
",jdk,Result.java
1009,1009,void,"setError(Throwable t)
",jdk,Result.java
1010,1010,void,"setModifiers(Hashtable modifiers)
",jdk,Result.java
1012,1012,int,"getRepsPerRun()
",jdk,Result.java
1013,1013,int,"getUnitsPerRep()
",jdk,Result.java
1014,1014,long,"getUnitsPerRun()
",jdk,Result.java
1015,1015,Hashtable,"getModifiers()
",jdk,Result.java
1016,1016,long,"getNumRuns()
",jdk,Result.java
1017,1017,long,"getTime(int index)
",jdk,Result.java
1018,1018,double,"getRepsPerSecond(int index)
",jdk,Result.java
1019,1019,double,"getUnitsPerSecond(int index)
",jdk,Result.java
1020,1020,long,"getTotalReps()
",jdk,Result.java
1021,1021,long,"getTotalUnits()
",jdk,Result.java
1022,1022,long,"getTotalTime()
",jdk,Result.java
1023,1023,double,"getAverageRepsPerSecond()
",jdk,Result.java
1024,1024,double,"getAverageUnitsPerSecond()
",jdk,Result.java
1025,1025,String,"getAverageString()
",jdk,Result.java
1026,1026,void,"summarize()
",jdk,Result.java
1031,1031,void,"run()
",jdk,J2DBench.java
1033,1033,String,"loadOptions(String filename)
",jdk,J2DBench.java
1036,1036,String,"saveOptions(String filename)
",jdk,J2DBench.java
1039,1039,JFileChooser,"getFileChooser()
",jdk,J2DBench.java
1040,1040,boolean,"saveOrDiscardLastResults()
",jdk,J2DBench.java
1041,1041,String,"inputUserStr(String type)
",jdk,J2DBench.java
1042,1042,boolean,"saveResults()
",jdk,J2DBench.java
1047,1047,void,"startGUI()
",jdk,J2DBench.java
1048,1048,Dimension,"getPreferredSize()
",jdk,J2DBench.java
1049,1049,void,"actionPerformed(ActionEvent e)
",jdk,J2DBench.java
1055,1055,void,"windowClosing(WindowEvent e)
",jdk,J2DBench.java
1056,1056,void,"runTests(boolean showresults)
",jdk,J2DBench.java
1057,1057,void,"setTitle(String title)
",jdk,ResultSet.java
1058,1058,void,"setDescription(String desc)
",jdk,ResultSet.java
1059,1059,void,"record(Result result)
",jdk,ResultSet.java
1062,1062,Color,"makeAlphaColor(Color opaque, int alpha)
",jdk,GraphicsTests.java
1064,1064,Object,"initTest(TestEnvironment env, Result result)
",jdk,GraphicsTests.java
1065,1065,int,"pixelsTouched(Context ctx)
",jdk,GraphicsTests.java
1066,1066,Context,"createContext()
",jdk,GraphicsTests.java
1067,1067,Dimension,"getOutputSize(int w, int h)
",jdk,GraphicsTests.java
1068,1068,void,"initContext(TestEnvironment env, Context ctx)
",jdk,GraphicsTests.java
1069,1069,void,"cleanupTest(TestEnvironment env, Object ctx)
",jdk,GraphicsTests.java
1070,1070,String,"getShortName()
",jdk,GraphicsTests.java
1071,1071,String,"getDescription()
",jdk,GraphicsTests.java
1073,1073,double,"scaleForPoint(AffineTransform at, double xorig, double yorig, double x, double y, int w, int h)
",jdk,GraphicsTests.java
1074,1074,Dimension,"scaleForTransform(AffineTransform at, Dimension dim)
",jdk,GraphicsTests.java
1095,1095,void,"initContents(File f) throws IOException
",jdk,InputStreamTests.java
1099,1099,void,"runTest(Object ctx, int numReps)
",jdk,InputStreamTests.java
1129,1129,void,"initIIOWriteFormats()
",jdk,OutputImageTests.java
1134,1134,boolean,"isCompatible(Object val)
",jdk,OutputImageTests.java
1139,1139,void,"imageStarted(ImageWriter source, int imageIndex)
",jdk,OutputImageTests.java
1140,1140,void,"imageProgress(ImageWriter source, float percentageDone)
",jdk,OutputImageTests.java
1141,1141,void,"imageComplete(ImageWriter source)
",jdk,OutputImageTests.java
1142,1142,void,"thumbnailStarted(ImageWriter source, int imageIndex, int thumbnailIndex)
",jdk,OutputImageTests.java
1143,1143,void,"thumbnailProgress(ImageWriter source, float percentageDone)
",jdk,OutputImageTests.java
1144,1144,void,"thumbnailComplete(ImageWriter source)
",jdk,OutputImageTests.java
1145,1145,void,"writeAborted(ImageWriter source)
",jdk,OutputImageTests.java
1147,1147,void,"initIIOReadFormats()
",jdk,InputImageTests.java
1162,1162,void,"sequenceStarted(ImageReader source, int minIndex)
",jdk,InputImageTests.java
1163,1163,void,"sequenceComplete(ImageReader source)
",jdk,InputImageTests.java
1170,1170,void,"readAborted(ImageReader source)
",jdk,InputImageTests.java
1173,1173,String,"getAbbreviatedModifierDescription(Object value)
",jdk,OutputTests.java
1174,1174,String,"getModifierValueName(Object val)
",jdk,OutputTests.java
1175,1175,void,"initOutput()
",jdk,OutputTests.java
1176,1176,ImageOutputStream,"createImageOutputStream() throws IOException
",jdk,OutputTests.java
1177,1177,void,"closeOriginalStream() throws IOException
",jdk,OutputTests.java
1203,1203,BufferedImage,"createBufferedImage(int width, int height, String type, boolean hasAlpha)
",jdk,IIOTests.java
1208,1208,void,"initInput()
",jdk,InputTests.java
1211,1211,ImageInputStream,"createImageInputStream() throws IOException
",jdk,InputTests.java
1216,1216,String,"getUnitName()
",jdk,PixelTests.java
1219,1219,BufferedImage,"getImage()
",jdk,PixelTests.java
1234,1234,JComponent,"getJComponent()
",jdk,RenderTests.java
1235,1235,void,"restoreDefault()
",jdk,RenderTests.java
1237,1237,String,"setOption(String key, String value)
",jdk,RenderTests.java
1240,1240,Color[],"makeGradientColors(int numColors, boolean alpha)
",jdk,RenderTests.java
1241,1241,LinearGradientPaint,"makeLinear(int numColors, boolean alpha)
",jdk,RenderTests.java
1242,1242,RadialGradientPaint,"makeRadial(int numColors, boolean alpha)
",jdk,RenderTests.java
1243,1243,TexturePaint,"makeTexturePaint(int size, boolean alpha)
",jdk,RenderTests.java
1288,1288,Float[],"floatObjectList(float[] input)
",jdk,TextTests.java
1289,1289,String[],"floatStringList(float[] input)
",jdk,TextTests.java
1292,1292,String[],"intStringList(int[] input)
",jdk,TextTests.java
1295,1295,String,"getString(Object key, int len)
",jdk,TextTests.java
1296,1296,String,"getSimpleString(Object key)
",jdk,TextTests.java
1310,1310,String,"physicalFontNameFor(String textname, int textlen, String text)
",jdk,TextTests.java
1311,1311,String,"getValString(Object value)
",jdk,TextTests.java
1330,1330,char,"first()
",jdk,TextConstructionTests.java
1331,1331,char,"last()
",jdk,TextConstructionTests.java
1332,1332,char,"current()
",jdk,TextConstructionTests.java
1334,1334,char,"previous()
",jdk,TextConstructionTests.java
1335,1335,char,"setIndex(int position)
",jdk,TextConstructionTests.java
1336,1336,int,"getBeginIndex()
",jdk,TextConstructionTests.java
1337,1337,int,"getEndIndex()
",jdk,TextConstructionTests.java
1338,1338,int,"getIndex()
",jdk,TextConstructionTests.java
1339,1339,Object,"clone()
",jdk,TextConstructionTests.java
1388,1388,ImageContent[],"values()
",jdk,ColorConvertOpTests.java
1390,1390,Option,"createImageTypeList(ListType listType)
",jdk,ColorConvertOpTests.java
1399,1399,ColorSpace,"getColorSpace(TestEnvironment env)
",jdk,CMMTests.java
1405,1405,Option,"createImageList()
",jdk,EmbeddedProfileTests.java
1413,1413,Image,"makeImage(TestEnvironment env, int w, int h)
",jdk,ImageTests.java
1419,1419,int,"getTransparency()
",jdk,ImageTests.java
1421,1421,String,"setValueFromString(String value)
",jdk,ImageTests.java
1422,1422,void,"modifyTest(TestEnvironment env)
",jdk,ImageTests.java
1423,1423,void,"restoreTest(TestEnvironment env)
",jdk,ImageTests.java
1444,1444,void,"readResults(String filename)
",jdk,J2DAnalyzer.java
1445,1445,void,"addResultSet(ResultSetHolder rs)
",jdk,J2DAnalyzer.java
1447,1447,void,"readResultSet(BufferedReader in, SingleResultSetHolder srs) throws IOException
",jdk,J2DAnalyzer.java
1448,1448,void,"readResult(BufferedReader in, ResultHolder rh) throws IOException
",jdk,J2DAnalyzer.java
1449,1449,String,"getStringAttribute(String line, String attrname)
",jdk,J2DAnalyzer.java
1450,1450,long,"getLongAttribute(String line, String attrname)
",jdk,J2DAnalyzer.java
1451,1451,int,"getIntAttribute(String line, String attrname)
",jdk,J2DAnalyzer.java
1453,1453,String,"getTitle()
",jdk,J2DAnalyzer.java
1454,1454,Enumeration,"getKeyEnumeration()
",jdk,J2DAnalyzer.java
1455,1455,Enumeration,"getResultEnumeration()
",jdk,J2DAnalyzer.java
1456,1456,ResultHolder,"getResultByKey(String key)
",jdk,J2DAnalyzer.java
1458,1458,ResultSetHolder,"getResultSet(int index)
",jdk,J2DAnalyzer.java
1462,1462,boolean,"hasMoreElements()
",jdk,J2DAnalyzer.java
1463,1463,Object,"nextElement()
",jdk,J2DAnalyzer.java
1468,1468,void,"setEndTime(long ms)
",jdk,J2DAnalyzer.java
1469,1469,long,"getEndTime()
",jdk,J2DAnalyzer.java
1470,1470,void,"setProperty(String key, String value)
",jdk,J2DAnalyzer.java
1471,1471,Hashtable,"getProperties()
",jdk,J2DAnalyzer.java
1472,1472,void,"addResult(ResultHolder rh)
",jdk,J2DAnalyzer.java
1478,1478,void,"setName(String name)
",jdk,J2DAnalyzer.java
1481,1481,String,"getShortKey()
",jdk,J2DAnalyzer.java
1482,1482,String,"makeKey(boolean prunecommon)
",jdk,J2DAnalyzer.java
1484,1484,int,"getReps()
",jdk,J2DAnalyzer.java
1487,1487,void,"addOption(String key, String value)
",jdk,J2DAnalyzer.java
1488,1488,Hashtable,"getOptions()
",jdk,J2DAnalyzer.java
1490,1490,double,"getSpread()
",jdk,J2DAnalyzer.java
1491,1491,double,"getScore()
",jdk,J2DAnalyzer.java
1492,1492,double,"getBestScore()
",jdk,J2DAnalyzer.java
1493,1493,Vector,"getAllScores()
",jdk,J2DAnalyzer.java
1494,1494,double,"calcPercent(double base, double val)
",jdk,J2DAnalyzer.java
1495,1495,String,"format(double val)
",jdk,J2DAnalyzer.java
1497,1497,void,"setMode(int mode)
",jdk,J2DAnalyzer.java
1499,1499,PrintWriter,"openFile(String name, int nSwitch)
",jdk,HTMLSeriesReporter.java
1500,1500,void,"generateSeriesReport(String resultsDir, ArrayList xmlFileNames)
",jdk,HTMLSeriesReporter.java
1505,1505,void,"printIIOTable(String resultsFile)
",jdk,IIOComparator.java
1506,1506,void,"printWikiTable()
",jdk,IIOComparator.java
1507,1507,void,"printHtmlTable()
",jdk,IIOComparator.java
1508,1508,void,"printHtmlCell(String s, String color, String align)
",jdk,IIOComparator.java
1509,1509,String[],"toSortedArray(Enumeration e, boolean special)
",jdk,IIOComparator.java
1511,1511,void,"sort2(String[] strs)
",jdk,IIOComparator.java
1512,1512,int,"magic(String s)
",jdk,IIOComparator.java
1516,1516,void,"setGroupLevel(int level)
",jdk,XMLHTMLReporter.java
1517,1517,void,"addGroup(String testName)
",jdk,XMLHTMLReporter.java
1518,1518,String,"getDisplayGroupName(String group)
",jdk,XMLHTMLReporter.java
1519,1519,String,"getGroup(String testName)
",jdk,XMLHTMLReporter.java
1521,1521,void,"generateReport(String resultsDir, String xmlFileName)
",jdk,XMLHTMLReporter.java
1522,1522,void,"generateComparisonReport(String resultsDir, String baseXMLFileName, String targetXMLFileName)
",jdk,XMLHTMLReporter.java
1523,1523,void,"generateGroupSummaryReport(J2DAnalyzer.SingleResultSetHolder baseSRSH, J2DAnalyzer.SingleResultSetHolder targetSRSH, Map consolBaseResult, Map consolTargetResult, Map testCaseBaseResult, Map testCaseResultCount, Map testCaseTargetResult)
",jdk,XMLHTMLReporter.java
1524,1524,void,"generateTestCaseSummaryReport(J2DAnalyzer.SingleResultSetHolder baseSRSH, J2DAnalyzer.SingleResultSetHolder targetSRSH, Map consolBaseResult, Map consolTargetResult, Map testCaseBaseResult, Map testCaseResultCount, Map testCaseTargetResult)
",jdk,XMLHTMLReporter.java
1525,1525,String,"getTestResultsTableForSummary(String testName, double baseScore, double targetScore)
",jdk,XMLHTMLReporter.java
1526,1526,String,"getStatusTableForSummary(String curGroupName, String testName, int nBetter, int nSame, int nWorse)
",jdk,XMLHTMLReporter.java
1527,1527,String,"getPerformanceTableForTestcase(String testName, int nBetter, int nSame, int nWorse)
",jdk,XMLHTMLReporter.java
1528,1528,String[],"generateTestCaseReport(String curGroupName, Object key, J2DAnalyzer.SingleResultSetHolder baseSRSH, J2DAnalyzer.SingleResultSetHolder targetSRSH, Map testCaseResultCount, Map testCaseBaseResult, Map testCaseTargetResult)
",jdk,XMLHTMLReporter.java
1529,1529,String,"getFooter()
",jdk,XMLHTMLReporter.java
1530,1530,String,"getHeader(J2DAnalyzer.SingleResultSetHolder baseSRSH, J2DAnalyzer.SingleResultSetHolder targetSRSH, String title, String sysPropLoc)
",jdk,XMLHTMLReporter.java
1531,1531,String,"getHeaderTitle(String title)
",jdk,XMLHTMLReporter.java
1532,1532,void,"generateSysPropsReport(J2DAnalyzer.SingleResultSetHolder srsh)
",jdk,XMLHTMLReporter.java
1533,1533,int,"selectColor(double baseScore, double targetScore)
",jdk,XMLHTMLReporter.java
1534,1534,double,"calculateSpeedupPercentage(double baseScore, double targetScore)
",jdk,XMLHTMLReporter.java
1537,1537,void,"addDependency(Modifier mod)
",jdk,Test.java
1539,1539,void,"addDependencies(Group g, boolean recursive)
",jdk,Test.java
1542,1542,void,"runOneTest(TestEnvironment env)
",jdk,Test.java
1546,1546,void,"runTestLoop(TestEnvironment env, Result result, Object ctx)
",jdk,Test.java
1547,1547,int,"calibrate(TestEnvironment env, Object ctx)
",jdk,Test.java
1548,1548,int,"adjustWidth(int w, int h)
",jdk,Test.java
1551,1551,Modifier,"getModifier()
",jdk,Test.java
1552,1552,Modifier.Filter,"getFilter()
",jdk,Test.java
1554,1554,void,"recurseAndRun(TestEnvironment env, Test test)
",jdk,Test.java
1557,1557,void,"runAllTests()
",jdk,TestEnvironment.java
1558,1558,void,"startTiming()
",jdk,TestEnvironment.java
1559,1559,void,"stopTiming()
",jdk,TestEnvironment.java
1560,1560,long,"getTimeMillis()
",jdk,TestEnvironment.java
1561,1561,long,"getTimeNanos()
",jdk,TestEnvironment.java
1562,1562,Dimension,"getPreferredSize()
",jdk,TestEnvironment.java
1564,1564,Image,"getSrcImage()
",jdk,TestEnvironment.java
1565,1565,void,"stop()
",jdk,TestEnvironment.java
1566,1566,boolean,"isStopped()
",jdk,TestEnvironment.java
1567,1567,void,"setTestImage(Image img)
",jdk,TestEnvironment.java
1568,1568,void,"setSrcImage(Image img)
",jdk,TestEnvironment.java
1569,1569,void,"erase()
",jdk,TestEnvironment.java
1570,1570,Graphics,"getGraphics()
",jdk,TestEnvironment.java
1571,1571,int,"getWidth()
",jdk,TestEnvironment.java
1572,1572,int,"getHeight()
",jdk,TestEnvironment.java
1574,1574,int,"getRepCount()
",jdk,TestEnvironment.java
1575,1575,long,"getTestTime()
",jdk,TestEnvironment.java
1576,1576,void,"sync()
",jdk,TestEnvironment.java
1577,1577,boolean,"idle()
",jdk,TestEnvironment.java
1578,1578,void,"setModifier(Modifier o, Object v)
",jdk,TestEnvironment.java
1580,1580,boolean,"isEnabled(Modifier o)
",jdk,TestEnvironment.java
1581,1581,int,"getIntValue(Modifier o)
",jdk,TestEnvironment.java
1582,1582,void,"removeModifier(Modifier o)
",jdk,TestEnvironment.java
1585,1585,void,"flushToScreen()
",jdk,TestEnvironment.java
1587,1587,Timer,"getImpl()
",jdk,TestEnvironment.java
1600,1600,Modifier.Iterator,"getIterator(TestEnvironment env)
",jdk,Modifier.java
1603,1603,String,"getTreeName()
",jdk,Modifier.java
1609,1609,Group,"getParent()
",jdk,Node.java
1610,1610,String,"getNodeName()
",jdk,Node.java
1615,1615,void,"setNext(Node node)
",jdk,Node.java
1616,1616,void,"traverse(Visitor v)
",jdk,Node.java
1623,1623,void,"addChild(Node child)
",jdk,Group.java
1624,1624,Node.Iterator,"getChildIterator()
",jdk,Group.java
1625,1625,Node.Iterator,"getRecursiveChildIterator()
",jdk,Group.java
1626,1626,Node,"getFirstChild()
",jdk,Group.java
1627,1627,boolean,"isBordered()
",jdk,Group.java
1628,1628,boolean,"isTabbed()
",jdk,Group.java
1629,1629,boolean,"isHidden()
",jdk,Group.java
1630,1630,boolean,"isHorizontal()
",jdk,Group.java
1631,1631,void,"setBordered(boolean b)
",jdk,Group.java
1632,1632,void,"setTabbed()
",jdk,Group.java
1634,1634,void,"setHidden()
",jdk,Group.java
1635,1635,void,"setHorizontal()
",jdk,Group.java
1641,1641,void,"addEnableButtons(JPanel p)
",jdk,Group.java
1642,1642,void,"restoreAllDefaults()
",jdk,Group.java
1644,1644,void,"writeAll(final PrintWriter pw)
",jdk,Group.java
1663,1663,void,"setDestination(TestEnvironment env)
",jdk,Destinations.java
1665,1665,String,"getLongDescription(boolean opacity, boolean shaped)
",jdk,Destinations.java
1680,1680,boolean,"isDefault()
",jdk,Option.java
1685,1685,String,"getOptionString()
",jdk,Option.java
1694,1694,void,"updateGUI()
",jdk,Option.java
1698,1698,JComponent,"getJComponent()
",jdk,Option.java
1720,1720,void,"insertString(int offs, String str, AttributeSet a) throws BadLocationException
",jdk,Option.java
1723,1723,String[],"trim(String[] list, int size)
",jdk,Option.java
1729,1729,void,"setNumRows(int numrows)
",jdk,Option.java
1731,1731,void,"valueChanged(ListSelectionEvent e)
",jdk,Option.java
1733,1733,int,"findValueIndex(Object value)
",jdk,Option.java
1737,1737,String[],"makeNames(int[] intvalues)
",jdk,Option.java
1738,1738,Object[],"makeValues(int[] intvalues)
",jdk,Option.java
1749,1749,boolean,"getBooleanValue()
",jdk,Option.java
1754,1754,String,"setValue(int v)
",jdk,Option.java
1760,1760,void,"remove()
",jdk,Option.java
1765,1765,void,"addLayoutComponent(String name, Component comp)
",jdk,CompactLayout.java
1766,1766,void,"removeLayoutComponent(Component comp)
",jdk,CompactLayout.java
1767,1767,Dimension,"preferredLayoutSize(Container parent)
",jdk,CompactLayout.java
1768,1768,Dimension,"minimumLayoutSize(Container parent)
",jdk,CompactLayout.java
1770,1770,void,"layoutContainer(Container parent)
",jdk,CompactLayout.java
1771,1771,void,"dispatchEvent(AWTEvent event)
",jdk,CodePointInputMethod.java
1772,1772,void,"composeUnicodeEscape(char c)
",jdk,CodePointInputMethod.java
