,OUT,SWUM,POSSE,STANFORD
770,NM NM,V N,N V,VBP NM
771,V P NM NM NPL,V NM NM NM N,V NM N N N,VBP P N N NPL
772,N V,N P,N V,N VBD
773,NM NM,V N,V NM,N NM
774,NM NM,V N,N V,VBP NM
775,V NM NM N,V NM NM N,V NM N N,VBP NM N N
776,V NM NM N,V NM NM N,V N N N,VBP N N V
777,NM N,V N,V N,N N
778,V NM NM N,V NM NM N,V N N N,VBP N N N
779,V NM N,V NM N,V NM N,VBP N N
780,V NM N,V NM N,V N N,VBP NM N
781,NM N,V N,V N,N N
782,V NM NM N,V NM NM N,V N N N,VBP N N N
783,V NM N,V NM N,V N N,VBP N N
784,V N,V N,V N,VBP N
785,V NM N,V NM N,V N N,VBP N N
786,V N,V N,V N,VBP N
787,V N,V N,V N,VBD N
788,V NM NPL,V NM N,V N N,VBP N NPL
789,V N,V N,V NM,VBP N
790,V N,V N,V N,VBP NM
791,V NM N,V NM N,V N N,VBP N N
792,V NM N,V NM N,V N N,VBP NM N
793,V NM N,V NM N,V N N,VBP N N
794,NM NM N,V NM N,N N V,VBP N N
795,V N,V N,V N,VBP N
796,V NM N,V NM N,V NM N,VBP NM N
797,NM NM NM P,NM NM NM N,FAILURE FAILURE FAILURE FAILURE,NM NM N P
798,V NM N,V NM N,V N N,VBP N N
799,NM,N,NM,VM
800,NM,DT,V,VBP
801,N,N,NM,NM
802,N,N,NM,NM
803,V N,V N,V N,VBP N
804,V NM N,V NM N,V N N,VBP N N
805,V NM N,V NM N,V N N,VBP N N
806,V N,V N,V N,VBP N
807,NM,V,V,N
808,PRE,V,V,NPL
809,V NM NM N,V NM NM N,V N N N,VBP N N N
810,V NM N,V NM N,V NM N,VBP N N
811,V NM N,V NM N,V N N,VBP N N
812,V N,V N,V N,VBP N
813,V N,V N,V N,VBP N
814,V N P N,V N P N,V N P N,VBD N P N
815,V N,V N,V N,VBP N
816,V N,V N,V N,VBP N
817,V NPL,V N,V N,VBP NPL
818,V NM N,V NM N,V N N,VBP N V
819,V NM N,V NM N,V N N,VBP N V
820,V N,V N,V N,VBP N
821,V NM N,V NM N,V N N,VBP N N
822,V NM N,V NM N,V NM N,VBP N N
823,V NM N,V NM N,V N N,VBP N N
824,V N,V N,V N,VBP N
825,V NM N,V NM N,V NM N,VBP N N
826,V NM N,V NM N,V N N,VBP N N
827,V N P N,V N P N,V N P N,VBP N P N
828,V NM N,V NM N,V N N,VBP N V
829,V NM NPL,V DT N,V NM N,VBZ NM NPL
830,NM N,DT N,NM N,NM N
831,V NM N,V NM N,V N N,VBD N N
832,V NM N,V NM N,V N N,VBP N N
833,V N,V N,V N,VBP N
834,V NPL,V N,V N,VBP NPL
835,V N,V N,V N,VBP N
836,V N,V N,V N,VBD N
837,V NM N,V NM N,V NM N,VBP N N
838,V N,V N,V N,VBP N
839,V NPL,V N,V N,VBP NPL
840,V N,V N,V N,VBP N
841,V NPL,V N,V N,VBP NPL
842,V N,V N,V N,VBP N
843,V N,V N,V N,VBP N
844,V NM N,V NM N,V NM N,VBP N N
845,V DT NPL,V DT N,V P N,VBP DT NPL
846,NM N,V N,N N,VBP N
847,NM,V,V,N
848,V N,V N,V N,VBP N
849,V N,V N,V N,VBP V
850,V NM N,V NM N,V N N,VBP N N
851,V P NM N,V NM NM N,V NM N N,VBP P N N
852,V NM N,V NM N,V N N,VBP N N
853,V NM N,V NM N,V N N,VBP N N
854,V NM N,V NM N,V N N,VBP N N
855,P NM N,P NM N,P NM N,P N N
856,V D,V D,V N,VBP D
857,N,N,NM,N
858,V NM N,V NM N,V N N,VBD N N
859,V N,V N,V N,VBP N
860,V NM NM N,V NM NM N,V N N N,VBP V N N
861,V N,V N,V N,VBP N
862,V N,V N,V N,VBP N
863,V NM N,V NM N,V N N,VBP N N
864,V NM NM N,V NM NM N,V N NM N,VBP N N N
865,V NM NM NM N,V NM NM NM N,V N N NM N,VBP N N N N
866,V NM NPL N P N,V NM NM N P N,V N N N P N,VBP N NPL N P N
867,V NM N P N,V NM N P N,V N N P N,VBP N N P N
868,V NM N P NM N,V NM N P NM N,V N N P N N,VBP N N P N N
869,V NM NM N,V NM NM N,V N N N,VBP N N N
870,V N,V N,V N,VBP N
871,V N,V N,V N,VBP N
872,V NM N,V NM N,V N N,VBP N N
873,V NM NM N,V NM NM N,V N N N,VBP N N N
874,V N,V N,V N,VBP N
875,V NM N,V NM N,V N N,VBP NM N
876,V N,V N,V N,VBP N
877,V NPL,V N,V N,VBP NPL
878,V D N,V NM N,V NM N,VBP D N
879,V V N,V V N,V N N,VBP N N
880,V,V,V,VBP
881,V N,V N,V N,VBP N
882,V N,V N,V N,VBP N
883,V N,V N,V N,VBP N
884,V CJ N,V NM N,V N N,VBP CJ N
885,V DT NPL,V DT N,V P N,VBP DT NPL
886,V N,V N,V N,VBP N
887,VM N,N V,V N,VBP N
888,V NM N,V NM N,V N N,VBP N N
889,V NM NM NPL,V NM NM N,V N N N,VBP N N NPL
890,V NM N,V NM N,V NM N,VBP N N
891,V NM N,V NM N,V N N,VBP N N
892,V,V,V,VBP
893,V NM,V N,V V,VBZ VBN
894,V NM N,V NM N,V N N,VBD N N
895,V NM N,V NM N,V N N,VBD N N
896,V,V,V,VBP
897,V N,V N,V N,VBP N
898,V N,V N,V N,VBP N
899,V N,V N,V N,VBP N
900,V NM N,V NM N,V N N,VBP N N
901,V NM N,V NM N,V N N,VBP N N
902,NM,V,V,N
903,V,V,V,VBP
904,V N,V N,V N,VBP N
905,V NM,V N,V V,VBZ VBN
906,V NM N,V NM N,V N N,VBP N N
907,V N,V N,V N,VBP N
908,NM P N,FAILURE FAILURE FAILURE,V P N,VBP P V
909,V N,V N,V N,VBP N
910,V N,V N,V N,VBP N
911,V NM N,V NM N,V N N,VBP N N
912,V N,V N,V N,VBP N
913,V NM N,V NM N,V N N,VBP NM N
914,V N,V DT,V NM,VBD N
915,V,V,V,VBP
916,V N,V N,V N,VBP N
917,V NM N,V NM N,V N N,VBP N N
918,V NM NM N,V NM NM N,V NM N N,VBP NM N N
919,V NM N,V NM N,V NM N,VBP N N
920,V NM,V N,V V,VBZ VBN
921,V N,V N,V N,VBZ VBN
922,V N,V N,V V,VBZ N
923,V NM,V N,V NM,VBZ NM
924,NM NM,V N,N V,VBD VBN
925,V N,V N,V N,VBD N
926,NM N,V N,N V,VBD N
927,V N,V N,V N,VBP NM
928,V NM NPL,V NM N,V N N,VBP N NPL
929,V DT NPL,V DT N,V P N,VBP DT NPL
930,V DT,V DT,V N,VBP DT
931,V N,V N,V N,VBD N
932,V NM N,V NM N,V NM N,VBP NM N
933,V N,V N,V N,VBZ N
934,V NM N,V NM N,V N N,VBP N N
935,V N,V N,V N,VBP N
936,V NM N,V NM N,V N N,VBP N N
937,V N,V N,V N,VBP N
938,V,V,V,VBP
939,V NM NPL,V NM N,V N N,VBD N NPL
940,N V,N P,N V,VBP VBN
941,V NM N,V NM N,V N N,VBP N N
942,V NPL,V N,V N,VBP NPL
943,V NPL,V N,V N,VBP NPL
944,V NM N,V NM N,V NM N,VBP N N
945,V N,V N,V N,VBP N
946,V,V,V,VBP
947,V NM N,V NM N,V N N,VBP N N
948,V NM N,V NM N,V N N,VBP N N
949,NM NM N,V NM N,NM N V,VBD N N
950,NM NM N,NM NM N,NM N V,NM N N
951,PRE N,V N,N N,N N
952,V N,NM N,V N,VBP N
953,V NM N,V NM N,V N N,VBP N N
954,V NM N,V NM N,V N N,VBP N N
955,V N,V N,V N,VBP N
956,V N D,V N D,V N N,VBP N D
957,V V NM CJ NM N,V NM NM NM NM N,V NM N N NM N,VBP VM NM CJ NM N
958,V NM N,V NM N,V NM N,VBP VBN V
959,V NM N,V NM N,V NM N,VBP VBN V
960,V N N,NM N P,V N N,VBP N VBN
961,V NM N,V NM N,V N N,VBP N N
962,V NM N,V NM N,V NM N,VBP NM N
963,V N,V N,V N,VBP N
964,V N,V N,V N,VBP N
965,V N,V N,V N,VBP N
966,V N,V N,V N,VBP N
967,V NM N,V NM N,V N N,VBP N N
968,NM,V,V,N
969,V,V,V,VBP
970,V,V,V,VBP
971,V NM N,V NM N,V N N,VBP N N
972,V N,V N,V N,VBP N
973,V N,V N,V N,VBP N
974,V N,V N,V N,VBP N
975,V NM N,V NM N,V N V,VBZ N N
976,V NM NM N,V NM NM N,V N N N,VBP N N N
977,V,V,V,VBP
978,V N,V N,V N,VBP N
979,V NM NPL,V NM N,V N N,VBD N NPL
980,V NM V,V NM N,V N V,VBP N VBD
981,V NM NM N,V NM NM N,V N N N,VBD N N N
982,V N,V N,V N,VBD N
983,V NM N,V NM N,V N N,VBP N N
984,V NM NPL,V NM N,V NM N,VBP NM NPL
985,V NM NM NM N,V NM NM NM N,V N N N N,VBP N N V N
986,V NM NM N,V NM NM N,V N N N,VBP N N N
987,V NM NM N,V NM NM N,V NM N N,VBZ N N N
988,V NM N,V NM N,V N N,VBP N N
989,V NM N,V NM N,V N N,VBP N N
990,V N P,V N P,V N P,VBP N P
991,V NM N,V NM N,V N N,VBP N V
992,V NM N,V NM N,V N N,VBP N N
993,V NM N,V NM N,V N NM,VBZ N N
994,V N P,V N P,V N P,VBD N P
995,V N,V N,V N,VBP N
996,N N,FAILURE FAILURE,N N,VBP N
997,V NM N,V NM N,V N N,VBP N N
998,V N,V N,V N,VBP N
999,V N,V N,V N,VBP N
1000,V N,V N,V N,VBP N
1001,V N,V N,V N,VBP N
1002,V N,V N,V N,VBP N
1003,V N,V N,V N,VBP N
1004,V NM N,V NM N,V N N,VBP N N
1005,V NM NM N,V NM NM N,V N N N,VBP N N N
1006,V NM N,V NM N,V N N,VBP N N
1007,V N,V N,V N,VBP N
1008,V NM N,V NM N,V N V,VBZ N N
1009,V N,V N,V N,VBP N
1010,V N,V N,V N,VBP N
1011,N V,N P,N V,N VBN
1012,V NPL P N,V N P N,V N P N,VBP NPL P N
1013,V NPL,V N,V N,VBP NPL
1014,V N,V N,V N,VBP N
1015,NM P N,FAILURE FAILURE FAILURE,N N V,N D N
1016,NM N,V N,V N,N N
1017,V,V,V,VBP
1018,NM P N,FAILURE FAILURE FAILURE,V P N,VBP P N
1019,V NM N P NM NM N,V NM N P NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE FAILURE FAILURE,VBP N N P N N N
1020,N V,N P,N V,N VBD
1021,V NM N,V NM N,V N N,VBP N N
1022,V NM N,V NM N,V N N,VBP N N
1023,V,V,V,VBP
1024,V,V,V,VBP
1025,V N,V N,V N,VBP N
1026,V NM N,V NM N,V NM N,VBP N N
1027,V NPL,V N,V N,VBP NPL
1028,V NM NM N,V NM NM N,V N N N,VBP N V N
1029,V N,V N,V N,VBD N
1030,V NM N,V NM N,V N N,VBD N N
1031,V NM N,V NM N,V N N,VBP N N
1032,V N,V N,V N,VBP N
1033,V N,V N,V N,VBD N
1034,V N,V N,V N,VBP N
1035,V NM,V N,V NM,VBZ NM
1036,V NM N,V NM N,V NM N,VBP N N
1037,V NM NPL,V NM N,V N N,VBP NM NPL
1038,V NM N,V NM N,V N N,VBP N N
1039,V NM NM NM N P NPL,V NM NM NM N P N,V N N N N P N,VBP NM N N N P NPL
1040,V,V,V,VBP
1041,V NM N,V NM N,V N N,VBP N N
1042,V N,V N,V N,VBP N
1043,NM N,NM N,N V,N N
1044,V,V,V,VBP
1045,V NPL,V N,V N,VBP NPL
1046,V N,V N,V N,VBP N
1047,V NM N,V NM N,V N N,VBP N V
1048,V NM N,V NM N,V N N,VBP N N
1049,V NM N,V NM N,V N N,VBP N N
1050,V NM NPL,V NM N,V N N,VBP N NPL
1051,V NM N,V NM N,V NM N,VBP N N
1052,V NM NM N,V NM NM N,V NM N N,VBP N N N
1053,V NM N,V NM N,V N N,VBP V N
1054,V NM N,V NM N,V N N,VBP N N
1055,V NM N,V NM N,V N N,VBP N N
1056,V NM N,V NM N,V N N,VBP N N
1057,V N,V N,V N,VBP N
1058,V V N,V V N,V N N,VBP N N
1059,NM CJ N,FAILURE FAILURE FAILURE,V N N,VBP P N
1060,V N,V N,V N,VBP N
1061,V CJ N,V NM N,V N N,VBP CJ VBP
1062,V N,V N,V N,VBP N
1063,V N,V N,V N,VBD N
1064,V NM NPL,V NM N,V N N,VBD N NPL
1065,V N,V N,V N,VBP N
1066,V N,V N,V N,VBD N
1067,V NM NM N,V NM NM N,V N N V,VBZ N N N
1068,V NM NM N,V NM NM N,V N N V,VBP N N N
1069,V NM NM NM,V NM NM N,V N N V,VBZ V N VBN
1070,V NM NM N N,V NM NM NM N,V N N V V,VBP V N N N
1071,V NM N,V NM N,V N N,VBP N N
1072,V NM N,V NM N,V N N,VBD N N
1073,V NM N,V NM N,V N N,VBP N N
1074,V NM N,V NM N,V N N,VBD N N
1075,V NM N,V NM N,V N N,VBP N N
1076,V NM N,V NM N,V N N,VBD N N
1077,V NM N,V NM N,V N N,VBP N N
1078,V NM N,V NM N,V N N,VBP N N
1079,V NM N,V NM N,V N N,VBP N N
1080,N V,N V,N NM,N N
1081,V NM N,V NM N,V N N,VBP N N
1082,V NM NM N,V NM NM N,V N N N,VBP N N N
1083,V NM NM N,V NM NM N,V N N N,VBP N N N
1084,V NM N,V NM N,V N N,VBP N N
1085,V N,V N,V N,VBP N
1086,V N,V N,V N,VBP N
1087,V N,V N,V N,VBP N
1088,V N,V N,V N,VBP N
1089,V NM N,V NM N,V N N,VBP N N
1090,V NM N,V NM N,V N N,VBP N N
1091,V N,V N,V N,VBP N
1092,V NPL,V N,V N,VBP NPL
1093,V N,V N,V N,VBP N
1094,V,V,V,VBP
1095,P N,P N,P N,P N
1096,V N,V N,V N,VBP N
1097,NM,V,N,VBP
1098,NM NM N,V NM N,N N V,VBP N N
1099,NM NPL,V N,N V,VBP NPL
1100,NPL N,NM N,N V,NPL VBZ
1101,NPL N,NM N,N V,NPL VBZ
1102,V NM N P N,V NM N P N,V N N P N,VBP N N P N
1103,V NM N P N,V NM N P N,V N N P N,VBP N N P N
1104,V N,V N,V N,VBP N
1105,V NM N,V NM N,V N N,VBP N N
1106,V NM N,V NM N,V N N,VBP N N
1107,V NM N,V NM N,V N N,VBP N N
1108,V NM VM,V NM N,FAILURE FAILURE FAILURE,VBP N VM
1109,V N,V N,V N,VBP N
1110,V N,V N,V N,VBD N
1111,V NM NPL,V NM N,V N N,VBP N NPL
1112,V NM NPL,V NM N,V N N,VBP N NPL
1113,V N,V N,V N,VBP N
1114,V N,V N,V N,VBD N
1115,V NPL,V N,V N,VBP NPL
1116,V NPL,V N,V N,VBD NPL
1117,V NM N,V NM N,V N N,VBP NM N
1118,V NM N,V NM N,V N N,VBD NM N
1119,V NM N,V NM N,V N N,VBP N N
1120,V NM N,V NM N,V N N,VBP N N
1121,V N,V N,V N,VBP N
1122,NM P N,FAILURE FAILURE FAILURE,V P N,VBP P N
1123,NM P N,FAILURE FAILURE FAILURE,V P N,VBP P N
1124,V NPL,V N,V N,VBP NPL
1125,NM N,NM N,V N,NM N
1126,V NM N,V NM N,V N N,VBP N N
1127,V NM N,V NM N,V N N,VBD N N
1128,V N,V N,V N,VBD N
1129,V N,V N,V N,VBP N
1130,V N,V N,V N,VBP N
1131,V NM N,V NM N,V N NM,VBZ N N
1132,V NPL,V N,V N,VBP NPL
1133,NM P DT N,FAILURE FAILURE FAILURE FAILURE,V P NM N,VBP P N N
1134,V NM N,V NM N,V N N,VBP N N
1135,V NM NM N,V NM NM N,V NM N N,VBP N N N
1136,PRE NM N,V NM N,N N N,N N N
1137,PRE NPL N,V NM N,N N N,N NPL N
1138,V NM N,V NM N,V NM N,VBP N N
1139,V N,V N,V N,VBP N
1140,P NM N,NM NM N,P N N,P N N
1141,P NM NM N,NM NM NM N,P N N N,P N N N
1142,P NM N,NM NM N,P N N,P N N
1143,V N,V N,V N,VBD N
1144,V N,V N,V N,VBP N
1145,V N,V N,V N,VBP N
1146,V NPL,V N,V N,VBP NPL
1147,V N V NM NPL,V N P NM N,V N P N N,VBP N N N NPL
1148,V NM N,V NM N,V NM N,VBP NM N
1149,V,V,V,VBP
1150,V NM N,V NM N,V N N,VBP N N
1151,V N,V N,V N,VBP N
1152,V NM N,V NM N,V N N,VBP N N
1153,V N,V N,V N,VBP N
1154,V N,V N,V N,VBD N
1155,V,V,V,VBP
1156,V NM N,V NM N,V N N,VBP NM N
1157,V NM N,V NM N,V N N,VBD N N
1158,V NM N,V NM N,V N N,VBP N N
1159,V NM NPL,V NM N,V NM N,VBP NM NPL
1160,V NM NPL,V NM N,V NM N,VBP NM NPL
1161,V NM N,V NM N,V N N,VBP N N
1162,V N,V N,V N,VBP N
1163,V NM NM NM N,V NM NM NM N,V N N N N,VBP N N VBG N
1164,V NM NM NM N,V NM NM NM N,V N N N N,VBP N N VBG N
1165,P N,P N,P N,P N
1166,V NM N,V NM N,V N N,VBP N N
1167,V N,V N,V NM,VBP N
1168,V N,V N,V N,VBP V
1169,V N,V N,V N,VBP V
1170,V NM NPL,V NM N,V NM N,VBP VBN NPL
1171,V NM N,V NM N,V N N,VBP V N
1172,V NM NM N,V NM NM N,V N N N,VBZ N N N
1173,V NM N,V NM N,V N N,VBP V N
1174,V N,V N,V N,VBP N
1175,V NM N,V NM N,V N N,VBZ N N
1176,V N,V N,V N,VBP N
1177,NM P N,FAILURE FAILURE FAILURE,V P N,VBP P N
1178,N P N,FAILURE FAILURE FAILURE,FAILURE FAILURE FAILURE,VBP P N
1179,V N,V N,V N,VBP N
1180,V N P N,V N P N,V N P N,VBP N P N
1181,V N,V N,V N,VBP N
1182,V N,V N,V N,VBP N
1183,V NM NM N,V NM NM N,V N NM N,VBP N N N
1184,V NM NPL,V NM N,V NM N,VBP VBG NPL
1185,V,V,V,VBP
1186,N V,N P,N V,VBP VBN
1187,V N,V N,V N,VBP N
1188,V,V,V,VBP
1189,V NM N,V NM N,V N N,VBP N N
1190,V NM NM N,V NM NM N,V N N N,VBP N N N
1191,V NM N,V NM N,V N N,VBP N N
1192,V NM N,V NM N,V N N,VBP N N
1193,V NM N,V NM N,V N N,VBP N N
1194,P NM NPL,P NM N,P N N,P N NPL
1195,P NM NPL,P NM N,P N N,P N NPL
1196,NM N,V N,N V,VBP N
1197,V NM N,V NM N,V N N,VBP N N
1198,V NPL,V N,V N,VBP NPL
1199,V NM NPL,V NM N,V N N,VBP N NPL
1200,V N,V N,V N,VBP N
1201,V NM N,V NM N,V N N,VBP N N
1202,N,N,N,N
1203,V,V,V,VBP
1204,N,N,N,N
1205,V NM N,V NM N,V N V,VBZ N N
1206,V NM N,V NM N,V N V,VBZ N N
1207,V NM N,V NM N,V N V,VBZ N N
1208,V NM N,V NM N,V N V,VBZ N N
1209,V NM N,V NM N,V NM N,VBP NM N
1210,V NM N,V NM N,V NM N,VBP N N
1211,V N,V N,V N,VBD N
1212,V N,V N,V N,VBP N
1213,V N,V N,V N,VBP N
1214,V N,V N,V N,VBP N
1215,V N,V N,V N,VBP N
1216,V NM NPL,V NM N,V NM N,VBP NM NPL
1217,V NM N,V NM N,V N N,VBP N N
1218,V NM N,V NM N,V N N,VBP NM N
1219,V NPL,V N,V N,VBP NPL
1220,V NM NPL,V NM N,V N N,VBP N NPL
1221,V NM NM N,V NM NM N,V N N N,VBP NM N N
1222,V NM N,V NM N,V N N,VBP N N
1223,V NM NPL,V NM N,V N N,VBP NM NPL
1224,V NM NPL,V NM N,V N N,VBP NM NPL
1225,V NM N,V NM N,V N N,VBP N N
1226,NM P,FAILURE FAILURE,V P,VBP P
1227,V N,V N,V N,VBP N
1228,V NM N,V NM N,V N NM,VBP N N
1229,V,V,V,VBP
1230,V N,V N,V N,VBP N
1231,V N,V N,V N,VBP N
1232,V N,V N,V N,VBP N
1233,V N,V N,V N,VBP N
1234,V NPL,V N,V N,VBP NPL
1235,NM NM N,NM NM N,NM N N,NM N N
1236,NM NM N,NM NM N,NM N N,NM N N
1237,V,V,V,VBP
1238,V NPL,V N,V N,VBP NPL
1239,P N,P N,P N,P V
1240,V N,V N,V N,VBP N
1241,V NM N,V NM N,V N N,VBP N N
1242,V N,V N,V N,VBP N
1243,V NM,V N,V V,VBZ VBN
1244,V N P NM N,V N P NM N,V N P N N,VBZ N P N N
1245,V NM N,V NM N,V N N,VBP N N
1246,V N,V N,V N,VBP N
1247,V NM NPL,V NM N,V NM N,VBP NM NPL
1248,V,V,V,VBP
1249,V,V,V,VBP
1250,NM N,V N,V N,N N
1251,V N,V N,V N,VBD N
1252,V NM NPL,V NM N,V N N,VBD N NPL
1253,V NM NPL,V NM N,V N N,VBP N NPL
1254,V NM N,V NM N,V NM N,VBP N N
1255,V NM N,V NM N,V NM N,VBD N N
1256,V NM NPL,V NM N,V NM N,VBP NM NPL
1257,V NM N,V NM N,V N N,VBP N N
1258,V NM N,V NM N,V N N,VBD N N
1259,V NM N,V NM N,V N N,VBP N N
1260,V NM N,V NM N,V N N,VBD N N
1261,V NPL,V N,V N,VBP NPL
1262,V NPL,V N,V N,VBD NPL
1263,V N,V N,V N,VBP N
1264,V NM NM N,V NM NM N,V N N N,VBP N N N
1265,V NM NM N,V NM NM N,V N N N,VBD NM N N
1266,V NM N,V NM N,V N N,VBP V N
1267,V NM N,V NM N,V N N,VBZ NM N
1268,V NM N,V NM N,FAILURE FAILURE FAILURE,VBD N N
1269,V NM N,V NM N,FAILURE FAILURE FAILURE,VBZ N N
1270,V N,V N,V N,VBZ N
1271,V N,V N,V N,VBD N
1272,V NM N,V NM N,V N N,VBZ N N
1273,V NM N,V NM N,V N N,VBD N N
1274,V NPL,V N,V N,VBD NPL
1275,V NPL,V N,V N,VBP NPL
1276,V NPL,V N,V N,VBD NPL
1277,V NPL,V N,V N,VBP NPL
1278,V NPL,V N,V N,VBD NPL
1279,V NPL,V N,V N,VBP NPL
1280,V N,V N,V N,VBD N
1281,V NM N,V NM N,V N N,VBP VBG N
1282,V NM N,V NM N,V N N,VBP VBG N
1283,V N,V N,V N,VBP N
1284,V NPL,V N,V N,VBD NPL
1285,V NM NM NPL,V NM NM N,V N N N,VBP N N NPL
1286,V NM NM NPL,V NM NM N,V N N N,VBD N N NPL
1287,V NM NPL,V NM N,V NM N,VBZ VBG NPL
1288,V NM NPL,V NM N,V NM N,VBP VBG NPL
1289,V NM N,V NM N,V NM N,VBP VBG N
1290,V NM NPL,V NM N,V NM N,VBP NM NPL
1291,V N,V N,V N,VBZ N
1292,V NPL,V N,V N,VBZ NPL
1293,V NPL,V N,V N,VBP NPL
1294,V NM NM NPL,V NM NM N,V N N N,VBZ N N NPL
1295,V NM NM N,V NM NM N,V N N N,VBP N N N
1296,V NM NM N,V NM NM N,V N N N,VBP N N N
1297,V NM NM NPL,V NM NM N,V N N N,VBP N N NPL
1298,V NM NM NPL,V NM NM N,V N N N,VBZ N N NPL
1299,V NM NM N,V NM NM N,V N N N,VBP N N N
1300,V NM NM N,V NM NM N,V N N N,VBP N N N
1301,V NM NM NPL,V NM NM N,V N N N,VBP N N NPL
1302,V NM NM NPL,V NM NM N,V N N N,VBZ N N NPL
1303,V NM NM N,V NM NM N,V N N N,VBP N N N
1304,V NM NM NPL,V NM NM N,V N N N,VBP N N NPL
1305,V NM NM NPL,V NM NM N,V NM N N,VBZ NM N NPL
1306,V NM NM N,V NM NM N,V NM N N,VBP NM N N
1307,V NM NM N,V NM NM N,V NM N N,VBP NM N N
1308,V NM NM NPL,V NM NM N,V NM N N,VBP NM N NPL
1309,V N,V N,V N,VBP N
1310,V NM N,V NM N,V N N,VBP N N
1311,V NPL,V N,V N,VBP NPL
1312,V NM N,V NM N,V N N,VBP N N
1313,V N,V N,V N,VBP N
1314,V N,V N,V N,VBP N
1315,V N,V N,V N,VBD N
1316,V N,V N,V N,VBP N
1317,V N,V N,V N,VBP N
1318,V N,V N,V N,VBP N
1319,V N,V N,V N,VBD N
1320,V NM NPL,V NM N,V N N,VBZ VBZ NPL
1321,NM NM NPL,V NM N,V N N,N VBZ NPL
1322,V N,V N,V N,VBP N
1323,V N,V N,V N,VBD N
1324,V V P N,V N P N,V N P N,VBZ VBN P N
1325,V N P N,V N P N,FAILURE FAILURE FAILURE FAILURE,VBD VBN P N
1326,V NM N,V NM N,V N N,VBP NM N
1327,V,V,V,VBP
1328,V NM NPL,V NM N,V NM N,VBP NM NPL
1329,V NM NPL P NM N,V NM N P NM N,V NM N P N N,VBP NM NPL P N N
1330,NM,V,V,N
1331,V N P NM N,V N P NM N,V N P NM N,VBP N P NM N
1332,V N P NM N,V N P NM N,V N P NM N,VBP N P NM N
1333,V N P NM N,V N P NM N,V N P NM N,VBP N P N N
1334,V N P NM N,V N P NM N,V N P NM N,VBP N P N N
1335,V,V,V,VBP
1336,N P NM NM N,FAILURE FAILURE FAILURE FAILURE FAILURE,FAILURE FAILURE FAILURE FAILURE FAILURE,VBD P N N N
1337,N P NM N,FAILURE FAILURE FAILURE FAILURE,FAILURE FAILURE FAILURE FAILURE,VBD P N N
1338,V NM N,V NM N,V NM N,VBP N N
1339,V,V,V,VBP
1340,V NM N,V NM N,V NM N,VBP N N
1341,V NM N,V NM N,V NM N,VBP N N
1342,V NM N,V NM N,V N N,VBP N N
1343,V,V,V,VBP
1344,NM P NM N,FAILURE FAILURE FAILURE FAILURE,V P NM N,VBP P NM N
1345,N P N,FAILURE FAILURE FAILURE,FAILURE FAILURE FAILURE,VBD P N
1346,N P,NM N,FAILURE FAILURE,N P
1347,NM P NM NM N,NM NM NM NM N,N P NM N N,N P N N N
1348,NM P NM NM N,NM NM NM NM N,N P NM N N,N P N N N
1349,V N,V N,V N,VBP N
1350,V N,V N,V N,VBD N
1351,V NM N,V NM N,V NM N,VBP N N
1352,V N,V N,V N,VBP N
1353,V N,V N,V N,VBP N
1354,V N,V N,V N,VBD N
1355,V NPL,V N,V N,VBP NPL
1356,V NM NM N,V NM NM N,V N N N,VBD N N N
1357,V NPL,V N,V N,VBP NPL
1358,V NM NM N,V NM NM N,V N N N,VBD N N N
1359,V N,V N,V N,VBP N
1360,V N,V N,V N,VBD N
1361,V NM N,V NM N,V NM N,VBZ NM N
1362,V NM,V N,V V,VBZ VBN
1363,NM NM,V N,N V,VBD VBN
1364,V NPL,V N,V N,VBP NPL
1365,V NM N,V NM N,V N NM,VBZ N N
1366,V N,V N,V N,VBD N
1367,V N,V N,V N,VBP N
1368,V N,V N,V N,VBP N
1369,V N,V N,V N,VBP N
1370,V NM NPL,V NM N,V NM N,VBP NM NPL
1371,V NM NPL,V NM N,V NM N,VBP NM NPL
1372,V NM,V N,V V,VBZ VBN
1373,NM NM,V N,N V,VBD VBN
1374,V N,V N,V N,VBP N
1375,V N,V N,V N,VBZ N
1376,V N,V N,V N,VBP N
1377,V N,V N,V N,VBP N
1378,V V,V N,V N,VBP VM
1379,V,V,V,VBP
1380,V,V,V,VBP
1381,V NM N,V NM N,V N N,VBP N N
1382,V N,V N,V N,VBP N
1383,V N,V N,V N,VBP VBG
1384,V NM,V N,V NM,VBZ NM
1385,V NM N,V NM N,V N N,VBP N N
1386,V NM N,V NM N,V N N,VBP N N
1387,NM P NM N,NM NM NM N,N P N N,N P N N
1388,N P N,FAILURE FAILURE FAILURE,V P N,N P N
1389,N,N,N,N
1390,V N,V N,V N,VBP N
1391,V,V,V,VBP
1392,V NM N,V NM N,V N N,VBP N N
1393,V N,V N,V N,VBP N
1394,V N P N,V N P N,V N P N,VBP N P N
1395,V NM N,V NM N,V N N,VBP N N
1396,V NM N,V NM N,V N N,VBP N N
1397,V NM N,V NM N,V N N,VBP N N
1398,V NM N,V NM N,V N N,VBP N N
1399,V NM N,V NM N,V N N,VBP N N
1400,V NM N,V NM N,V N N,VBP N N
1401,P NPL,P N,P N,P NPL
1402,P N,P N,P N,P N
1403,P NPL,P N,P N,P NPL
