,SEQUENCE,POS,NLTK,CORENLP,OPENNLP,SPACY,FLAIR,STANZA
455,sort,VB,NN,RB,NN,VB,RB,NN
456,grow,VB,NN,VB,VB,VB,VB,VB
457,get progress,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
458,get key,VB NN,VB JJ,VB JJ,VB NN,VB JJ,VB JJ,VB JJ
459,get value,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN,VB NN
460,next,JJ,JJ,RB,JJ,RB,RB,RB
461,write uncompressed bytes,VB JJ NNS,NN JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NNS,VB JJ NN
462,write compressed bytes,NN JJ NNS,NN VBD NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS,VB VBN NNS
463,get exec string,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NNP NN,VB JJ NN,VB NN NN
464,parse exec result,VB NN NN,NN NN NN,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
465,get run count,VB NN NN,VB VBN NN,VB VBN NN,VB NN NN,VB VBN NN,VB VBN NN,VB NN NN
466,test interval,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
467,assert in string,VB IN NN,NN IN NN,VB IN NN,VB IN NN,VB IN NN,VB IN NN,VB IN NN
468,test shell command executor to string,VB NN NN NN TO NN,NN NN NN NN TO NN,NN NN NN NN IN NN,NN NN NN NN TO NN,NNP NNP NNP NN TO VB,NN NN NN NN TO VB,NN NN NN NN TO NN
469,test shell command timeout,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NNP NNP NN,NN NN NN NN,NN NN NN NN
470,count timer threads,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,VB NN NNS,VB NN NNS,VB NN NNS
471,test shell command timer leak,VB NN NN NN NN,NN NN NN NN NN,NN NN NN NN NN,NN NN NN NN NN,NNP NNP NNP NN NN,NN NN NN NN NN,NN NN NN NN NN
472,test logalyzer,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
473,check result,VB NN,NN NN,VB NN,VB NN,VB NN,NN NN,VB NN
474,create log file,VB NN NN,NN NN NN,VB NN NN,VBP NN NN,VB NN NN,VB NN NN,VB NN NN
475,get application id,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN <UNK>,VB NN IN,VB NN NN
476,set application id,VB NN NN,VBN NN NN,VBN NN NN,VBN NN NN,VBN NN <UNK>,NN NN NN,VB NN NN
477,get target queue,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
478,set target queue,VB NN NN,VBN NN NN,JJ NN NN,VBN NN NN,VBN NN NN,NN NN NN,VB NN NN
479,merge local to proto,VB JJ TO NN,VB JJ TO VB,VB JJ IN NN,VB JJ TO NN,VB JJ IN VB,VB JJ IN NN,VB JJ IN NN
480,update process tree,VB NN NN,JJ NN NN,NN NN NN,VB NN NN,NN NN NN,NN NN NN,NN NN NN
481,get process tree dump,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN VB,VB NN NN VB,VB NN NN NN,VB NN NN NN
482,get cumulative rssmem,VB JJ NNP,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
483,get cumulative vmem,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
484,get cumulative cpu time,VB JJ NNP NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN
485,check pid pgrpid for match,VB NNP NNP IN NN,NN JJ NN IN NN,VB NN NN IN NN,NN VBD JJ IN NN,VB NN NN IN NN,VB NN NN IN NN,VB NN NN IN NN
486,test create instance,VB VB NN,NN NN NN,NN VBP NN,NN VB NN,NN VBP NN,NN VB NN,NN VB NN
487,test created instance configured,VB VBN NN VBD,NN VBD NN VBD,NN VBN NN VBD,NN VBD NN VBN,NN VBN NN VBD,NN VBN NN VBN,NN VBN NN VBN
488,constructor fail params,NN NN NNS,NN NN NN,NN VBP NNS,NN VBP NNS,NN NN NNS,NN NN NNS,NN NN NN
489,constructor fail,NN NN,NN NN,NN VBP,NN VB,NN VBP,NN VBP,NN VBP
490,write v int,VB FW NN,JJ NNS NN,VB IN NN,VB NN NN,VB NN NN,VB RP NN,VB NN NN
491,write v long,VB FW NN,JJ NN RB,VB NN RB,VB RB RB,VB DT RB,VB RP RB,VB RB RB
492,read v int,VB FW NN,VB NNS VB,VB NN NN,VBN NN NN,VBD IN NN,VB IN NN,VB NN NN
493,read v long,VB FW NN,VB NN RB,VB NN RB,VBN RB RB,VB RB RB,VB IN RB,VB RB RB
494,write string,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
495,read string,VB NN,NN NN,VB NN,VBN NN,VB NN,VB NN,VB NN
496,write,VB,NN,NN,VB,VB,VB,VB
497,get major,VB NN,VB JJ,VB JJ,VB JJ,VB JJ,VB JJ,VB JJ
498,get minor,VB NN,VB JJ,VB JJ,VB JJ,VB JJ,VB JJ,VB JJ
499,size,NN,NN,NN,NN,NN,NN,NN
500,compatible with,JJ IN,JJ IN,JJ IN,JJ IN,JJ IN,JJ IN,JJ IN
501,compare to,VB TO,NN TO,VB TO,NN TO,VB IN,VBP IN,VB IN
502,lower bound,JJR NN,JJR NN,JJR JJ,RBR VBN,RBR JJ,JJR NN,JJR JJ
503,upper bound,JJR NN,JJ NN,JJ JJ,JJ VBN,RB VBN,JJ NN,JJ JJ
504,test cluster admins,VB NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NNP NNS,NN NN NNS,NN NN NNS
505,test cluster no admins,VB NN DT NNS,NN NN DT NNS,NN VBP DT NNS,NN NN DT NNS,NN NNP DT NNS,NN NN DT NNS,NN NN DT NNS
506,test acls off,VB NNPS IN,NN NN IN,NN NNS RP,NN NNS IN,NN NNP IN,NN NNS RP,NN NNS RB
507,test groups,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
508,setup,NN,NN,NN,NN,NN,NN,NN
509,teardown,NN,NN,NN,NN,VB,NN,NN
510,assert num zones,VB NN NNS,JJ NN NNS,VB NNP NNS,VB NN NNS,VB JJ NNS,NN NN NNS,VB NN NNS
511,assert zone present,VB NN JJ,JJ CD JJ,VB NN JJ,VB NN NN,VB NN NN,NN NN JJ,VB NN NN
512,test basic operations,VB JJ NNS,NN JJ NNS,NN JJ NNS,NN JJ NNS,VB JJ NNS,NN JJ NNS,NN JJ NNS
513,test list encryption zones as non super user,VB NN NN NNS IN RB JJ NN,NN NN NN NNS IN JJ IN NN,NN NN NN NNS IN FW RB NN,NN NN NN NNS IN JJ JJ NN,NN NN NN NNS IN AFX JJ NN,NN NN NN NNS IN AFX JJ NN,NN NN NN NNS IN AFX JJ NN
514,test get e z as non super user,VB VB FW FW IN RB JJ NN,NN NN RB NNP IN JJ IN NN,NN VBP NN NN IN FW RB NN,NN VB NN NN IN JJ JJ NN,NN VBP NN NN IN AFX JJ NN,NN VB NN NN IN AFX JJ NN,NN VB NN NN IN AFX JJ NN
515,do rename encryption zone,VB VB NN NN,VB VB NN NN,VBP VB NN NN,VB NN NN NN,VB JJ NN NN,VBP VB NN NN,VB VB NN NN
516,test rename file system,VB VB NN NN,NN NN NN NN,NN VB NN NN,NN NN NN NN,NN JJ NN NN,NN NN NN NN,NN NN NN NN
517,test rename file context,VB VB NN NN,NN NN NN NN,NN VB NN NN,NN NN NN NN,NN NNP NN NN,NN NN NN NN,NN NN NN NN
518,get file encryption info,VB NN NN NN,VB JJ NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
519,test read write,VB VB VB,NN NN NN,NN VBD NN,NN VB VB,NN VBD NN,NN VBD VB,NN NN VB
520,test cipher suite negotiation,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NNP NN,NN NN NN NN,NN NN NN NN
521,test create e z with no provider,VB VB FW FW IN DT NN,NN NN NN NN IN DT NN,NN VBP NN NN IN DT NN,NN VBP NN NN IN DT NN,NN VBP NN NN IN DT NN,NN VB FW FW IN DT NN,NN VB NN NN IN DT NN
522,start file after generate key,VB NN IN VB NN,NN NN IN NN NN,VB NN IN VB JJ,NN NN IN VB NN,VB NN IN NN JJ,VB NN IN VB NN,VB NN IN VB NN
523,call,VB,NN,NN,NN,VB,VB,VB
524,do fault,VB NN,VB NN,VBP NN,VB NN,VB VB,VBP NN,VB NN
525,do cleanup,VB NN,VB NN,VBP NN,VB NN,VBP VB,VBP NN,VB NN
526,test start file retry,VB NN NN NN,JJ NN NN NN,NN VBP NN VB,NN VB VB NN,NN VBP NN NN,NN VB NN NN,NN NN NN NN
527,raw next job,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN,JJ JJ NN
528,next job,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
529,fill skew buffer,VB JJ NN,NN VBZ NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN
530,needed skew buffer size,VBN JJ NN NN,VBN NN NN NN,VBN NN NN NN,VBN JJ NN NN,VBD NN NN NN,VBN NN NN NN,VBN NN NN NN
531,wait for verification,VB IN NN,NN IN NN,VB IN NN,VB IN NN,VB IN NN,VB IN NN,VB IN NN
532,test datanode block scanner,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NNP NN NN,NN NN NN NN,NN NN NN NN
533,corrupt replica,JJ NN,NN NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
534,test block corruption policy,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN
535,test block corruption recovery policy 1,VB NN NN NN NN CD,NN NN NN NN NN CD,NN NN NN NN NN CD,NN NN NN NN NN CD,NN NN NN NN NN CD,NN NN NN NN NN CD,NN VB NN NN NN CD
536,test block corruption recovery policy 2,VB NN NN NN NN CD,NN NN NN NN NN CD,NN NN NN NN NN CD,NN NN NN NN NN CD,NN NN NN NN NN CD,NN NN NN NN NN CD,NN VB NN NN NN CD
537,block corruption recovery policy,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,VB NN NN NN,NN NN NN NN,VB NN NN NN
538,test truncated block report,VB JJ NN NN,NN VBD NN NN,NN VBN NN NN,NN VBD NN NN,NN VBN NN NN,NN VBN NN NN,NN VBN NN NN
539,change replica length,VB NN NN,NN NN NN,NN NN NN,NN NN NN,VB NNP NN,NN NN NN,VB NN NN
540,wait for block deleted,VB IN NN VBN,NN IN NN VBD,VB IN NN VBN,VB IN NN VBN,VB IN NN VBN,VB IN NN VBN,VB IN NN VBN
541,test replica info parsing,VB NN NN VBG,NN NN NN VBG,NN NN NN VBG,NN NN NN VBG,NN NNP NN VBG,NN NN NN NN,NN NN NN NN
542,test replica info parsing single,VB NN NN VBG JJ,NN NN NN VBG JJ,NN NN NN VBG JJ,NN NN IN VBG JJ,NN NNP NN VBG JJ,NN NN NN VBG JJ,NN NN NN NN JJ
543,test duplicate scans,VB NN NNS,NN NN NNS,NN JJ NNS,NN NN NNS,VB NNP NNS,NN NN NNS,NN NN NNS
544,to enum set,TO NN NN,TO VB NN,IN NN NN,TO NN NN,TO NNP VB,IN NN NN,IN NN NN
545,get value string,VB NN NN,VB NN NN,VB NN NN,VBP NN NN,VB NN NN,VB NN NN,VB NN NN
546,test dir no annotation,VB NN DT NN,NN NN DT NN,NN IN DT NN,NN NN DT NN,NN NNP DT NN,NN NN DT NN,NN NN DT NN
547,test jetty no annotation,VB NN DT NN,NN NN DT NN,NN NN DT NN,NN IN DT NN,NN NNP DT NN,NN NN DT NN,NN NN DT NN
548,test jetty no annotation 2,VB NN DT NN CD,NN NN DT NN CD,NN NN DT NN CD,NN NN DT NN CD,NN NNP DT NN CD,NN NN DT NN CD,NN NN DT NN CD
549,test hdfs no annotation,VB NNP DT NN,NN NN DT NN,NN NNS DT NN,NN VBZ DT NN,NN NN DT NN,NN VBZ DT NN,NN NNS DT NN
550,test hdfs no annotation 2,VB NNP DT NN CD,NN NN DT NN CD,NN NNS DT NN CD,NN VBZ DT NN CD,NN NN DT NN CD,NN VBZ DT NN CD,NN NNS DT NN CD
551,test dir annotation,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NNP NN,NN NN NN,NN NN NN
552,wait for,VB IN,NN IN,VB IN,VB IN,VB IN,VB IN,VB IN
553,evaluate,VB,NN,VB,VB,VB,VB,VB
554,wait for time out ratio 1,VB IN NN IN NN CD,NN IN NN IN NN CD,VB IN NN IN NN CD,VB IN NN IN NN CD,VB IN NN RP NN CD,VB IN NN RP NN CD,VB IN NN RP NN CD
555,wait for time out ratio 2,VB IN NN IN NN CD,NN IN NN IN NN CD,VB IN NN IN NN CD,VB IN NN IN NN CD,VB IN NN RP NN CD,VB IN NN RP NN CD,VB IN NN RP NN CD
556,sleep ratio 1,VB NN CD,JJ NN CD,NN NN CD,NN NN CD,NN NN CD,NN NN CD,NN NN CD
557,sleep ratio 2,VB NN CD,JJ NN CD,NN NN CD,NN NN CD,NN NN CD,NN NN CD,NN NN CD
558,test hadoop file system,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NNP NN NN NN,NN NN NN NN,NN NN NN NN
559,do get,VB VB,VB VB,VB VB,VB VB,VB VB,VB VB,VB VB
560,test jetty,VB NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
561,test exception 0,VB NN CD,NN NN CD,NN NN CD,NN NN CD,NN NN CD,NN NN NFP,NN NN CD
562,test exception 1,VB NN CD,NN NN CD,NN NN CD,NN NN CD,NN NN CD,NN NN CD,NN NN CD
563,validate options,VB NNS,NN NNS,VB NNS,NN NNS,JJ NNS,VB NNS,VB NNS
564,build options,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
565,process options,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
566,start server,VB NN,NN NN,VB NN,NN NN,VB NN,VB NN,VB NN
567,get total cpu time,VB JJ NNP NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN
568,setup client test context,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,JJ NN NN NN,NN NN NN NN
569,do an action,VB DT NN,VB DT NN,VB DT NN,VBP DT NN,VB DT NN,VB DT NN,VB DT NN
570,do echo,VB NN,VB NNS,VBP NN,VB VB,VB VB,VB NN,VB NN
571,create rpc client,VB NN NN,NN NN NN,VB NN NN,VB JJ NN,VB NNP NN,VB NN NN,VB NN NN
572,set name node logging level,VB NN NN VBG NN,VBN NN JJ VBG NN,VBN NN NN VBG NN,VBN NN NN NN NN,VBN NN NN VBG NN,NN NN NN NN NN,VB NN NN NN NN
573,get op name,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB RP NN,VB NN NN
574,parse arguments,VB NNS,NN NNS,VB NNS,JJ NNS,NN NNS,NN NNS,NN NNS
575,generate inputs,VB NNS,NN NNS,VBP NNS,VB NNS,VB NNS,VB NNS,VB NNS
576,get execution argument,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
577,execute op,VB NN,NN NN,VB NN,VB NN,VB NN,VB RB,VB NN
578,print results,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
579,benchmark,NN,NN,NN,NN,NNP,NN,NN
580,is in porgress,VBZ IN NN,VBZ IN NN,VBZ IN NN,VBZ IN NN,VBZ IN NN,VBZ IN NN,VBZ IN NN
581,clean up,VB RP,VB RP,VB RP,VB IN,VB RP,VB RP,VB RP
582,get num ops executed,VB NN NNS VBD,VB JJ NNS VBD,VB NN NNS VBN,VB NN NNS VBN,VB JJ NNS VBN,VB UH NNS VBN,VB NN NNS VBN
583,get cumulative time,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
584,get elapsed time,VB JJ NN,VB JJ NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN
585,get average time,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
586,get ops per second,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN RB,VB NNS IN NN,VB NNS IN NN
587,get base dir,VB NN NN,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
588,get client name,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
589,increment stats,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
590,verify op argument,VB NN NN,NN CD NN,VB NN NN,RB JJ NN,VB NN NN,VB NN NN,VB NN NN
591,print stats,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
592,benchmark one,NN CD,NN CD,NN CD,NN CD,NNP CD,JJ CD,NN CD
593,is in progress,VBZ IN NN,VBZ IN NN,VBZ IN NN,VBZ IN NN,VBZ IN NN,VBZ IN NN,VBZ IN NN
594,terminate,VB,NN,VB,VB,VB,VB,VB
595,dummy action no synch,JJ NN DT NN,JJ NN DT NN,JJ NN DT NN,JJ NN DT NN,JJ NN DT NN,JJ NN DT NN,NN NN DT NN
596,get node port,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NNP NN,VB NN NN,VB NN NN
597,get xfer addr,VB NN NN,VB JJR NN,VB JJR NN,VB NN NN,VB NNP NNP,VB FW FW,VB NN NN
598,register,NN,NN,NN,NN,VB,NN,VB
599,add block,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
600,form block report,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN,NN NN NN
601,get block report list,VB NN NN NN,VB JJ NN NN,VB NN NN NN,VB VB NN NN,VB NN NN NN,VB NN NN NN,VB NN NN NN
602,replicate blocks,VB NNS,NN NNS,NN NNS,NN NNS,VB NNS,VB NNS,VB NNS
603,transfer blocks,VB NNS,NN NNS,NN NNS,NN NNS,VB NNS,NN NNS,VB NNS
604,get num datanodes,VB NN NNS,VB JJ NNS,VB NNP NNS,VB NN NNS,VB JJ NNS,VB UH NNS,VB NN NNS
605,add blocks,VB NNS,NN NNS,VB NNS,VB NNS,VB NNS,VB NNS,VB NNS
606,decommission nodes,NN NNS,NN NNS,NN NNS,NN NNS,NN VBZ,NN NNS,NN NNS
607,get blocks per second,VB NNS IN NN,NN NNS IN NN,VB NNS IN NN,VB NNS IN NN,VB NNS IN RB,VB NNS IN NN,VB NNS IN NN
608,run benchmark,VB NN,NN NN,VB NN,NN NN,VBN NN,VBN NN,VB NN
609,get expected owner,VB JJ NN,NN VBN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB JJ NN,VB VBN NN
610,get expected permission string,VB JJ NN NN,NN VBN NN VBG,VB VBN NN NN,VB VBN NN NN,VB VBN NN NN,VB VBN NN NN,VB VBN NN NN
611,test container version metadata,VB NN NN NNS,NN NN NN NN,NN NN NN NN,NN NN NN NNS,NN NNP NN NN,NN NN NN NN,NN NN NN NN
612,get fs,VB NN,VB NN,VB NNS,VB NNS,VB IN,VB NNS,VB RB
613,get container metadata,VB NN NNS,VB NN NNS,VB NN NN,VB NN NNS,VB NN NN,VB NN NN,VB NN NN
614,test pre existing container version metadata,VB IN JJ NN NN NNS,NN NN VBG JJR NN NN,NN AFX VBG NN NN NN,NN VB VBG NN NN NNS,NN VBD VBG NN NN NN,NN NN VBG NN NN NN,NN NN VBG NN NN NN
615,test first container version metadata,VB DT NN NN NNS,NN RB VBZ NN NNS,NN JJ NN NN NN,NN JJ NN NN NNS,NN JJ NN NN NN,NN JJ NN NN NN,NN JJ NN NN NN
616,test permission metadata,VB NN NNS,NN NN NN,NN NN NN,NN NN NNS,NN NN NN,NN NN NN,NN NN NN
617,test old permission metadata,VB JJ NN NNS,NN JJ NN NN,NN JJ NN NN,NN JJ NN NNS,VB JJ NN NN,NN JJ NN NN,VB JJ NN NN
618,test folder metadata,VB NN NNS,NN NN NN,NN NN NN,NN NN NNS,NN NNP NNP,NN NN NN,NN NN NN
619,check block location,VB NN NN,NN NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
620,test block location constructors,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS
621,test block location setters,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS
622,get,VB,VB,VB,VB,VB,VB,VB
623,get declared class,VB JJ NN,VB JJ NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN,VB VBN NN
624,read fields,VB NNS,NN NNS,VB NNS,VBN NNS,VBD NNS,VB NNS,VB NNS
625,write object,VB NN,NN NN,VB NN,VB NN,VB NN,VB NN,VB NN
626,read object,VB NN,NN NN,VB NN,VBN NN,VB NN,VB NN,VB NN
627,try instantiate protobuf,VB NN NN,VB NN NN,VB NN NN,VB JJ NN,VB JJ NN,VB JJ NN,VB VB NN
628,get static protobuf method,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN
629,load class,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
630,map,VB,NN,NN,NN,NN,NN,NN
631,reduce,VB,VB,VB,VB,VB,VB,VB
632,test default offsets,VB JJ NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS
633,test custom offsets,VB JJ NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN NN NNS,NN JJ NNS
634,test lower bound,VB JJR NN,NN JJR NN,NN JJR JJ,NN JJR VBN,VB RBR JJ,NN RBR VBN,NN JJR JJ
635,test upper bound,VB NN NN,NN NN NN,NN JJ JJ,NN JJ VBN,NN RB VBN,NN JJ NN,NN JJ NN
636,flush,VB,NN,JJ,NN,NN,NN,VB
637,to avro,TO NNP,TO VB,IN NN,TO NN,TO VB,TO VB,TO VB
638,test fs,VB NN,NN NN,NN NNS,NN NNS,VB FW,NN VBZ,NN NN
639,test command format,VB NN NN,NN NN NN,NN NN NN,NN NN IN,NNP NNP NN,NN NN NN,NN NN NN
640,create control file,VB NN NN,NN NN NN,VB NN NN,VBP NN NN,VB NN NN,VB NN NN,VB NN NN
641,write test,VB NN,JJ NN,VB NN,VB NN,VB NN,VB NN,VB NN
642,read test,VB NN,JJ NN,VB NN,VBN NN,VBD NN,VB NN,VB NN
643,seek test,VB NN,JJ NN,VB NN,VB NN,VB NN,VB NN,VB NN
644,test fs cache,VB NNP NN,NN NN NN,NN NNS NN,NN NNS NN,VB FW NN,NN VBZ NN,NN NN NN
645,run test cache,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
646,test fs close,VB NN NN,NN NN NN,NN NNS JJ,NN NNS RB,VBP RB NN,NN VBZ RB,NN NNS RB
647,test fs shutdown hook,VB NN NN NN,NN NN VBN NN,NN NNS NN NN,NN NNS NN VB,VB FW NN NN,NN VBZ NN NN,NN NN NN NN
648,test cache keys are case insensitive,VB NN NNS VBP NN JJ,NN NN NNS VBP NN JJ,NN NN NNS VBP NN JJ,NN NN NNS VBP NN JJ,NN NNP NNS VBP NN JJ,NN NN NNS VBP NN JJ,NN NN NNS VBP NN JJ
649,test fs uniqueness,VB NN NN,NN NN NN,NN NNS NN,NN NNS .,VB JJ NN,NN VBZ NN,NN IN NN
650,set closed set,VB JJ NN,NN VBD NN,NN VBD NN,NN VBD VBN,VBN JJ NN,NN VBN NN,VB VBN NN
651,has next,VBZ NN,VBZ JJ,VBZ RB,VBZ JJ,VBZ IN,VBZ JJ,VBZ JJ
652,next value,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
653,next key,JJ NN,JJ NN,RB JJ,JJ NN,JJ JJ,JJ NN,JJ NN
654,reinitialize,VB,VB,VB,NN,VB,VB,VB
655,exit reset mode,VB NN NN,NN NN NN,NN NN NN,NN VB NN,NN NN NN,NN NN NN,NN NN NN
656,get output stream,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
657,update counters,VB NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS,NN NNS
658,clear mark,VB NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN,JJ NN
659,clear segment list,VB NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN,JJ NN NN
660,unreserve,NN,NN,JJ,NN,VB,NN,JJ
661,create new memory block,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN,VB JJ NN NN
662,reserve space,VB NN,NN NN,NN NN,NN NN,NNP NNP,NN NN,NN NN
663,create in memory segment,VB IN NN NN,NN IN NN NN,VB IN NN NN,VB IN NN NN,VB IN NN NN,VB IN NN NN,VB IN NN NN
664,activate,VB,NN,VB,JJ,VB,VB,VB
665,create in disk segment,VB IN NN NN,NN IN NN NN,VB IN NN NN,VB IN NN NN,VB IN NN NN,VB IN NN NN,VB IN NN NN
666,is active,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ,VBZ JJ
667,create spill file,VB NN NN,NN NN NN,VB NN NN,VBP NN NN,VB NN NN,VB NN NN,VB NN NN
668,reserve,VB,NN,NN,NN,VB,NN,NN
669,test compressor pool counts,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN VBZ,NN NN NN VBZ
670,test decompressor pool counts,VB NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN NNS,NN NN NN VBZ,NN NN NN VBZ,NN NN NN VBZ
671,pre head,IN VBP,NNS VBP,AFX NN,NN NN,JJ NN,NN NN,JJ NN
672,content,NN,NN,NN,NN,NN,NN,NN
673,render,VB,NN,VB,NN,VB,NN,VB
674,print log file,VB NN NN,NN NN NN,NN NN NN,NN NN NN,NNP NNP NN,NN NN NN,VB NN NN
675,print log file directory,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN VBP NN NN,NNP NNP NN NN,NN NN NN NN,NN NN NN NN
676,cluster setup at begining,VB NN IN VBG,NN NN IN VBG,NN NN IN NN,NN NN IN VBG,NN NN IN VBG,NN NN IN VBG,NN NN IN VBG
677,test file status serialziation,VB NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN,NN NN NN NN
678,test get file checksum,VB VB NN NN,NN NN NN NN,NN VBP NN NN,NN VB NN NN,NN VBP NN NN,NN VB NN NN,NN VB NN NN
679,cleanup,NN,NN,NN,NN,NN,NN,NN
680,get input stream,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
681,hflush,NNP,NN,NN,NN,NNP,UH,NN
682,hsync,NNP,NN,NN,NN,NN,NNP,NN
683,check stream,VB NN,NN NN,VB NN,NN NN,VB NN,VB NN,VB NN
684,release buffer,VB NN,NN NN,NN NN,NN NN,NN NN,NN NN,NN NN
685,get file descriptor,VB NN NN,VB JJ NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN,VB NN NN
686,choose local storage,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN,VB JJ NN
